rownames,JOURNAL,departement,item_year,item_day,item_month,ref_doc,item_account,amount,details,company,project,nature
25989,BTE,NE9,2020,31,3,3,62310000,471.83,MA.VIR SAL_0320_ Superviseur Inf,,NE967,T66003
25990,BTE,NE9,2020,31,3,3,62210000,199.71,MA.VIR SAL_0320_ CuisinierLavand,,NE902,T66002
25991,BTE,NE9,2020,31,3,3,62410000,205.04,MA.VIR SAL_0320_ Gardien RABIOU,,NE902,T66006
25992,BTE,NE9,2020,31,3,3,62410000,144.06,MA.VIR SAL_0320_ Gardien IRO Yao,,NE902,T66006
25993,BTE,NE9,2020,31,3,3,62410000,208.09,MA.VIR SAL_0320_ Gardien ISSOUFO,,NE902,T66006
25994,BTE,NE9,2020,31,3,3,62410000,322.43,MA.VIR SAL_0320_ Technicien Poly,,NE902,T66006
25995,BTE,NE9,2020,31,3,3,62210000,175.32,MA.VIR SAL_0320_ Lavandier SOULE,,NE902,T66002
25996,BTE,NE9,2020,31,3,3,62310000,267.55,MA.VIR SAL_0320_ Assistant Techn,,NE902,T66003
25997,BTE,NE9,2020,31,3,3,62310000,381.12,MA.VIR SAL_0320_ Medecin KAMAYE,,NE954,T66003
25998,CTE,NE9,2020,31,3,5,61110000,45.73,ENTRETIEN_JARDIN_MSON_02 LACONDE,,NE910,T65100
25999,CTE,NE9,2020,31,3,5,63110000,45.73,ENTRETIEN_JARDIN_BUR_02 LACONDE,,NE910,T65100
26000,CTE,NE9,2020,31,3,5,63150000,57.93,BORDURE_HANGAR_GENE ATTS,,NE910,T63100
26001,CTE,NE9,2020,31,3,5,63150000,53.36,COFFRET_INVERSEUR_BUR ATTS,,NE910,T63100
26002,CTE,NE9,2020,31,3,5,63030000,22.87,RALLONG+REGLETT_BUR ELH ISSIA SA,,NE910,T61120
26003,CTE,NE9,2020,31,3,5,63110000,38.11,ENTRETIEN_PISCINE_MSON_02 ASSMAN,,NE910,T65100
26004,CTE,NE9,2020,31,3,5,63730000,10.67,10CANETT+EAU_INTERSEC,,NE955,T61220
26005,CTE,NE9,2020,31,3,5,63200000,1.52,ENVOI_COLI,,NE910,T65310
26006,CTE,NE9,2020,31,3,5,61000000,137.2,PDIEM_ARTHUR_07->1603 MAKADI ART,,NE965,T66220
26007,AET,EPIS,2020,20,4,19,68000000,5400,NARA  01/01-20/03/20 *12 days,NARA,831143,T63030
26008,BTE,NE9,2020,31,3,3,62210000,141.48,IUTS_0320_ Reponsable RH MI288 O,,NE902,T66002
26009,BTE,NE9,2020,31,3,3,62410000,37.78,IUTS_0320_ Technicien Biomedical,,NE902,T66006
26010,BTE,NE9,2020,31,3,3,62310000,88.38,IUTS_0320_ Gestionnaire Systeme,,NE902,T66003
26011,BTE,NE9,2020,31,3,3,62410000,19.14,IUTS_0320_ Chauffeur MI040 ABDER,,NE902,T66006
26012,BTE,NE9,2020,31,3,3,62410000,5.47,IUTS_0320_ Gardien MI004 ABDOU H,,NE902,T66006
26013,BTE,NE9,2020,31,3,3,62410000,5.41,IUTS_0320_ Gardien MI005 ABDOU M,,NE902,T66006
26014,BTE,NE9,2020,31,3,3,62410000,10.51,IUTS_0320_ Gardien MI006 ABDOULA,,NE902,T66006
26015,BTE,NE9,2020,31,3,3,62410000,5.34,IUTS_0320_ Gardien MI008 ADOH Ou,,NE902,T66006
26016,BTE,NE9,2020,31,3,3,62410000,24.86,IUTS_0320_ Chauffeur MI028 MOUSS,,NE902,T66006
26017,BTE,NE9,2020,31,3,3,62410000,4.77,IUTS_0320_ Gardien MI122 MAHAMAD,,NE902,T66006
26018,BTE,NE9,2020,31,3,3,62410000,4.37,IUTS_0320_ Gardien MI123 MAHAMAD,,NE954,T66006
26019,BTE,NE9,2020,31,3,3,62310000,95.77,IUTS_0320_ Superviseur Laboratoi,,NE902,T66003
26020,BTE,NE9,2020,31,3,3,62410000,6.86,IUTS_0320_ Gardien MI168 HAROUNA,,NE902,T66006
26021,BTE,NE9,2020,31,3,3,62310000,74.85,IUTS_0320_ Technicien Laboratoir,,NE902,T66003
26022,BTE,NE9,2020,31,3,3,62410000,7.12,IUTS_0320_ Gardien MI186 ABOU Sa,,NE902,T66006
26023,BTE,NE9,2020,31,3,3,62410000,19.68,IUTS_0320_ Chauffeur MI187 ABDOU,,NE902,T66006
26024,BTE,NE9,2020,31,3,3,62310000,19.14,IUTS_0320_ Infirmier MI189 ARZIK,,NE965,T66003
26025,CTE,NE9,2020,31,3,5,63120000,1.52,TICKET_PARKING_AEROP,,NE910,T65720
26026,CTE,NE9,2020,31,3,5,63150000,510.7,HANGAR_GENE_BUR ATTS,,NE910,T63100
26027,CTE,NE9,2020,31,3,5,63730000,0.76,RELIURE_DOC NT,,NE910,T61220
26028,CTE,NE9,2020,31,3,5,61110000,25.92,TRAV_PLOMB_MSON ABOUBACAR ELH IN,,NE910,T65100
26029,CTE,NE9,2020,31,3,5,63730000,3.05,RATEAU_BUR,,NE910,T61220
26030,CTE,NE9,2020,31,3,5,63730000,3.05,RATEAU_MSON,,NE910,T61220
26031,CTE,NE9,2020,31,3,5,63110000,22.87,TRAV_ELECTR_BUR MAMANE LAOUALI,,NE910,T65100
26032,CTE,NE9,2020,31,3,5,63030000,27.44,DISJONCT_BUR,,NE910,T61120
26033,CTE,NE9,2020,31,3,5,63110000,49.62,EAU_BUR_01 SEEN,,NE910,T65200
26034,CTE,NE9,2020,31,3,5,63120000,11.43,TIMBRE FISCAUX,,NE910,T65720
26035,CTE,NE9,2020,31,3,5,63030000,18.29,PQTS_AMPOUL_BUR ELH ISSIA SAMAIL,,NE910,T61120
26036,CTE,NE9,2020,31,3,5,63730000,6.1,4BALAIS ELH ISSIA SAMAILA,,NE910,T61220
26037,OGE,EPIS,2020,31,1,10,61239000,-197.12,BERTHE Fatou 31012020,,80S180,6123
26038,OGE,EPIS,2020,31,1,10,61239000,-58.75,BERTHE Fatou 31012020,,80S180,6123
26039,OGE,EPIS,2020,31,1,10,96910000,-28.38,CHEN Hui Wu 31012020,,80S323,6123
26040,OGE,EPIS,2020,31,1,10,96900000,-261.78,CHEN Hui Wu 31012020,,80S323,6120
26041,OGE,EPIS,2020,31,1,10,96910000,-402,CHEN Hui Wu 31012020,,80S323,6123
26042,OGE,EPIS,2020,31,1,10,61200000,-4705,GUINDO Ousmane 31012020,,80S200,6120
26043,OGE,EPIS,2020,31,1,10,61239000,-217.43,GUINDO Ousmane 31012020,,80S200,6123
26044,OGE,EPIS,2020,31,1,10,61239000,-115.27,GUINDO Ousmane 31012020,,80S200,6123
26045,OGE,EPIS,2020,31,1,10,61200000,-2297.3,HAIDER Amna 31012020,,80S420,6120
26046,OGE,EPIS,2020,31,1,10,61239000,-196.24,HAIDER Amna 31012020,,80S420,6123
26047,OGE,EPIS,2020,31,1,10,61239000,-56.27,HAIDER Amna 31012020,,80S420,6123
26048,OGE,EPIS,2020,31,1,10,61200000,-4839,KHAN Afsar 31012020,,80S336,6120
26049,OGE,EPIS,2020,31,1,10,61239000,-118.55,KHAN Afsar 31012020,,80S336,6123
26050,OGE,EPIS,2020,31,1,10,61200000,-2431,KIRUPAKARAN Suresh 31012020,,80S489,6120
26051,OGE,EPIS,2020,31,1,10,61239000,-59.55,KIRUPAKARAN Suresh 31012020,,80S489,6123
26052,OGE,EPIS,2020,31,1,10,61239000,-197.42,KIRUPAKARAN Suresh 31012020,,80S489,6123
26053,OGE,EPIS,2020,31,1,10,61200000,-2644,MBEGA Hassani Omari 31012020,,80S453,6120
26054,OGE,EPIS,2020,31,1,10,61239000,-199.28,MBEGA Hassani Omari 31012020,,80S453,6123
26055,BTE,NE9,2020,31,3,3,62310000,90.14,IUTS_0320_ Gestionnaire de Donne,,NE999,T66003
26056,BTE,NE9,2020,31,3,3,62410000,5.08,IUTS_0320_ Agent Chaine de Froid,,NE902,T66006
26057,BTE,NE9,2020,31,3,3,62310000,60.08,IUTS_0320_ Superviseur Infirmier,,NE967,T66003
26058,BTE,NE9,2020,31,3,3,62210000,3.93,IUTS_0320_ CuisinierLavandier MI,,NE902,T66002
26059,BTE,NE9,2020,31,3,3,62410000,2.85,IUTS_0320_ Gardien MI414 SAIDOU,,NE954,T66006
26060,BTE,NE9,2020,31,3,3,62410000,7.48,IUTS_0320_ Gardien MI420 RABIOU,,NE902,T66006
26061,BTE,NE9,2020,31,3,3,62410000,3.29,IUTS_0320_ Gardien MI430 IRO Yao,,NE902,T66006
26062,BTE,NE9,2020,31,3,3,62410000,9.06,IUTS_0320_ Gardien MI432 ISSOUFO,,NE902,T66006
26063,BTE,NE9,2020,31,3,3,62310000,76.36,IUTS_0320_ Superviseur Infirmier,,NE902,T66003
26064,BTE,NE9,2020,31,3,3,62410000,26.37,IUTS_0320_ Technicien Polyvalent,,NE902,T66006
26065,BTE,NE9,2020,31,3,3,62210000,6.31,IUTS_0320_ Lavandier MI488 SOULE,,NE902,T66002
26066,BTE,NE9,2020,31,3,3,62310000,13.8,IUTS_0320_ Assistant Technicien,,NE902,T66003
26067,BTE,NE9,2020,31,3,3,62310000,72.67,IUTS_0320_ Medecin MI534 KAMAYE,,NE954,T66003
26068,BTE,NE9,2020,31,3,3,62210000,91.13,IUTS_0320_ Assistant Comptable M,,NE902,T66002
26069,BTE,NE9,2020,31,3,3,62410000,6.07,IUTS_0320_ Gardien MI543 MOUSSA,,NE902,T66006
26070,BTE,NE9,2020,31,3,3,62310000,75.54,IUTS_0320_ Charge Systeme Inform,,NE902,T66003
26071,BTE,NE9,2020,31,3,3,62410000,7.97,IUTS_0320_ Hygieniste MI561 ALHA,,NE902,T66006
26072,CTE,NE9,2020,31,3,5,68010000,1.07,LEGAL_EXO_TVA,,NE910,T65540
26073,CTE,NE9,2020,31,3,5,61000000,137.2,PDIEM_ROBERT_12->2103 NSABIRNI R,,NE999,T66220
26074,CTE,NE9,2020,31,3,5,63120000,1.52,TICKET_PARKING_AEROP,,NE910,T65720
26075,CTE,NE9,2020,31,3,5,63730000,33.54,COMBINAISON_TRAV_PHARMA,,NE954,T61220
26076,CTE,NE9,2020,31,3,5,63730000,33.54,COMBINAISON_TRAV_MAGASIN,,NE902,T61220
26077,CTE,NE9,2020,31,3,5,63200000,15.24,CARTE_RECHARGE_RESP EPIDEMIO,,NE955,T65310
26078,CTE,NE9,2020,31,3,5,63110000,27.44,TRAV_MENUIS_BUR TCHAKETI TCHEDRE,,NE910,T65100
26079,CTE,NE9,2020,31,3,5,61000000,425.33,PDIEM_GUINDO_01->3103 OUMANE GUI,,NE999,T66220
26080,CTE,NE9,2020,31,3,5,62835000,5.34,PDIEM_CHAUFF_1303 HASSAN ABDOU,,NE910,T66210
26081,CTE,NE9,2020,31,3,5,63120000,3.05,PEAGE_ROUTIER,,NE910,T65720
26082,CTE,NE9,2020,31,3,5,62110000,60.98,AVCE_SAL_0320_Gardien_NI004 HAMI,,NE910,T66007
26083,CTE,NE9,2020,31,3,5,62110000,45.73,AVCE_SAL_0320_Lavandier_NI011 AM,,NE910,T66007
26084,CTE,NE9,2020,31,3,5,62110000,15.24,AVCE_SAL_0320_Gardien_NI033 YOUN,,NE910,T66007
26085,CTE,NE9,2020,31,3,5,62410000,91.47,AVCE_SAL_0320_Chauffeur_NI034 MA,,NE910,T66006
26086,CTE,NE9,2020,31,3,5,62110000,60.98,AVCE_SAL_0320_CuisinierLavandier,,NE910,T66007
26087,OGE,EPIS,2020,31,1,10,61239000,-64.77,MBEGA Hassani Omari 31012020,,80S453,6123
26088,OGE,EPIS,2020,31,1,10,61200000,-1966,MUKAGATARE Isabelle 31012020,,80S452,6120
26089,OGE,EPIS,2020,31,1,10,61239000,-193.32,MUKAGATARE Isabelle 31012020,,80S452,6123
26090,OGE,EPIS,2020,31,1,10,61239000,-48.16,MUKAGATARE Isabelle 31012020,,80S452,6123
26091,OGE,EPIS,2020,31,1,10,61200000,-4108,NASEER Nasir 31012020,,80S447,6120
26092,OGE,EPIS,2020,31,1,10,61239000,-100.64,NASEER Nasir 31012020,,80S447,6123
26093,OGE,EPIS,2020,31,1,10,61239000,-212.17,NASEER Nasir 31012020,,80S447,6123
26094,OGE,EPIS,2020,31,1,10,61200000,-355.45,RATTIGAN Susan Mae 31012020,,80S509,6120
26095,OGE,EPIS,2020,31,1,10,61239000,-60.14,RATTIGAN Susan Mae 31012020,,80S509,6123
26096,OGE,EPIS,2020,31,1,10,61239000,-8.69,RATTIGAN Susan Mae 31012020,,80S509,6123
26097,OGE,EPIS,2020,31,1,10,61200000,-1078.42,SAGARA Joseph Amadomon 31012020,,80S501,6120
26098,OGE,EPIS,2020,31,1,10,61239000,-26.41,SAGARA Joseph Amadomon 31012020,,80S501,6123
26099,OGE,EPIS,2020,31,1,10,61239000,-111.68,SAGARA Joseph Amadomon 31012020,,80S501,6123
26100,OGE,EPIS,2020,31,1,10,61200000,-1385.41,SAMAKE Moussa 31012020,,80S462,6120
26101,OGE,EPIS,2020,31,1,10,61239000,-188.22,SAMAKE Moussa 31012020,,80S462,6123
26102,OGE,EPIS,2020,31,1,10,61239000,-33.93,SAMAKE Moussa 31012020,,80S462,6123
26103,OGE,EPIS,2020,31,1,10,61200000,-3254.85,SOUMAH Aboubacar 31012020,,80S230,6120
26104,OGE,EPIS,2020,31,1,10,61239000,-204.66,SOUMAH Aboubacar 31012020,,80S230,6123
26105,BTE,NE9,2020,31,3,3,62310000,199,IUTS_0320_ Moniteur MAG001 ASSAO,,NE902,T66003
26106,BTE,NE9,2020,31,3,3,62310000,15.11,IUTS_0320_ Infirmier MI196 RABIO,,NE954,T66003
26107,BTE,NE9,2020,31,3,3,62410000,23.03,IUTS_0320_ Chauffeur NI001 DADDE,,NE902,T66006
26108,BTE,NE9,2020,31,3,3,62410000,9.52,IUTS_0320_ Gardien MI597 MAMANE,,NE902,T66006
26109,BTE,NE9,2020,31,3,3,62410000,9.52,IUTS_0320_ Gardien MI598 HABOU S,,NE902,T66006
26110,BTE,NE9,2020,31,3,3,62410000,8.11,IUTS_0320_ Gardien MI599 ISSOUFO,,NE902,T66006
26111,BTE,NE9,2020,31,3,3,62210000,162.08,IUTS_0320_ Responsable finance N,,NE902,T66002
26112,BTE,NE9,2020,31,3,3,62310000,23,IUTS_0320_ Infirmier MI602 IDI M,,NE954,T66003
26113,BTE,NE9,2020,31,3,3,62310000,47.12,IUTS_0320_ Infirmier MI632 ABDOU,,NE954,T66003
26114,BTE,NE9,2020,31,3,3,62410000,5.78,IUTS_0320_ Gardien MI633 DAN LAM,,NE902,T66006
26115,BTE,NE9,2020,31,3,3,62410000,5.64,IUTS_0320_ Gardien MI634 MAIDABO,,NE902,T66006
26116,BTE,NE9,2020,31,3,3,62410000,5.78,IUTS_0320_ Gardien MI635 KALIFA,,NE902,T66006
26117,BTE,NE9,2020,31,3,3,62410000,7,IUTS_0320_ Gardien MI636 MOUSSA,,NE902,T66006
26118,BTE,NE9,2020,31,3,3,62210000,2.54,IUTS_0320_ Lavandier MI127 SANI,,NE954,T66002
26119,BTE,NE9,2020,31,3,3,62310000,88.38,IUTS_0320_ Superviseur ATR MI293,,NE967,T66003
26120,CTE,NE9,2020,31,3,5,62110000,15.24,AVCE_SAL_0320_Gardien_NI042 MAOU,,NE910,T66007
26121,CTE,NE9,2020,31,3,5,62410000,76.22,AVCE_SAL_0320_Chauffeur_NI050 AB,,NE910,T66006
26122,CTE,NE9,2020,31,3,5,62410000,243.92,AVCE_SAL_0320_Superviseur Logist,,NE910,T66006
26123,CTE,NE9,2020,31,3,5,62410000,83.85,AVCE_SAL_0320_Chauffeur_NI076 OU,,NE910,T66006
26124,CTE,NE9,2020,31,3,5,62700000,22.87,JRL_DECHARG_FRET_DETACT,,NE965,T66300
26125,CTE,NE9,2020,31,3,5,63120000,3.05,TICKET_PARKING_AEROP,,NE910,T65720
26126,CTE,NE9,2020,31,3,5,63030000,59.46,6M_CABL+10COSSE_CHAINE FROID_NY,,NE910,T61120
26127,CTE,NE9,2020,31,3,5,63730000,19.67,8GEL_LAV_MAIN COVID19,,NE999,T61220
26128,CTE,NE9,2020,31,3,5,63200000,33.54,ABONN_CANAL_MSON,,NE910,T65300
26129,CTE,NE9,2020,31,3,5,63200000,8.38,ABONN_CANAL_BUR,,NE910,T65300
26130,CTE,NE9,2020,31,3,5,62700000,30.49,JRL_DECHARG_FRET_DETACT,,NE965,T66300
26131,CTE,NE9,2020,31,3,5,63030000,104.58,COFFRET+COLLIER+REGLETT+CABL_BUR,,NE910,T61120
26132,CTE,NE9,2020,31,3,5,64120000,65.55,COMPRESSEUR+GAZ+FILTR_CHAINE FRO,,NE910,T60120
26133,CTE,NE9,2020,31,3,5,67200000,3.05,4AMPOUL_EPI20,,NE910,T61210
26134,OGE,EPIS,2020,31,1,10,61239000,-79.72,SOUMAH Aboubacar 31012020,,80S230,6123
26135,OGE,EPIS,2020,31,1,10,61200000,-3539,TEMFACK Elvis 31012020,,80S445,6120
26136,OGE,EPIS,2020,31,1,10,61239000,-207.16,TEMFACK Elvis 31012020,,80S445,6123
26137,OGE,EPIS,2020,31,1,10,61239000,-86.7,TEMFACK Elvis 31012020,,80S445,6123
26138,OGE,EPIS,2020,31,1,10,61200000,-2523,THINAN Mirangaye 31012020,,80S359,6120
26139,OGE,EPIS,2020,31,1,10,61239000,-198.22,THINAN Mirangaye 31012020,,80S359,6123
26140,OGE,EPIS,2020,31,1,10,61239000,-218.6,KHAN Afsar 31012020,,80S336,6123
26141,OGE,EPIS,2020,31,1,10,61200000,-2184,TOURE Oumar 31012020,,80S493,6120
26142,OGE,EPIS,2020,31,1,10,61239000,-195.24,TOURE Oumar 31012020,,80S493,6123
26143,OGE,EPIS,2020,31,1,10,61239000,-53.5,TOURE Oumar 31012020,,80S493,6123
26144,OGE,EPIS,2020,31,1,10,61200000,-801.78,ZHANG Meiwen 31012020,,80S433,6120
26145,OGE,EPIS,2020,31,1,10,61239000,-12.71,ZHANG Meiwen 31012020,,80S433,6123
26146,OGE,EPIS,2020,31,1,10,61239000,-19.62,ZHANG Meiwen 31012020,,80S433,6123
26147,OGE,EPIS,2020,31,1,10,61239000,-61.81,THINAN Mirangaye 31012020,,80S359,6123
26148,BTE,NE9,2020,31,3,3,62310000,102.31,IUTS_0320_ Superviseur ATR MI036,,NE965,T66003
26149,BTE,NE9,2020,31,3,3,62310000,230.73,IUTS_0320_ Moniteur MI206 MAKARI,,NE999,T66003
26150,BTE,NE9,2020,31,3,3,62210000,63.1,IUTS_0320_ Assistant RH MI418 SA,,NE902,T66002
26151,BTE,NE9,2020,31,3,3,62410000,71.42,IUTS_0320_ Superviseur Logistiqu,,NE902,T66006
26152,BTE,NE9,2020,31,3,3,62310000,76.86,IUTS_0320_ Medecin MI473 ARZIKA,,NE965,T66003
26153,BTE,NE9,2020,31,3,3,62310000,164,IUTS_0320_ Medecin Investigateur,,NE965,T66003
26154,BTE,NE9,2020,31,3,3,62310000,152.19,IUTS_0320_ Medecin MI492 YACOUBA,,NE999,T66003
26155,BTE,NE9,2020,31,3,3,62310000,35.26,IUTS_0320_ Superviseur Infirmier,,NE961,T66003
26156,BTE,NE9,2020,31,3,3,62310000,91.09,IUTS_0320_ Medecin MI637 MOUSSA,,NE965,T66003
26157,BTE,NE9,2020,31,3,3,63200000,228.67,C 4708379_10CEL TECHNO_DETACT OU,,NE965,T65310
26158,BTE,NE9,2020,31,3,3,62410000,222.58,C 4708380_SAL032020_GARD ABDOU M,,NE902,T66006
26159,BTE,NE9,2020,31,3,3,62831100,9.48,CNSS_0320_CHARGE_PATRON_13EM INF,,NE954,T66100
26160,CTE,NE9,2020,31,3,5,63120000,54.88,VISITE_TECH_3VEH_EPI,,NE910,T65720
26161,CTE,NE9,2020,31,3,5,62835000,5.34,PDIEM_CHAUFF_1803 MAMANE DINI,,NE910,T66210
26162,CTE,NE9,2020,31,3,5,63120000,3.05,PEAGE_ROUTIER,,NE910,T65720
26163,CTE,NE9,2020,31,3,5,63730000,21.34,2BAC+2ROBINET COVID19,,NE999,T61220
26164,CTE,NE9,2020,31,3,5,63030000,60.98,TABLE_METAL_CHAINE FROID ATTS,,NE910,T61170
26165,CTE,NE9,2020,31,3,5,63030000,53.36,2TABL_LAV MAIN TCHAKETI TCHEDRE/,,NE999,T61170
26166,CTE,NE9,2020,31,3,5,63730000,24.39,4EPONG+2MARQUER_BUR GROUPE INAYA,,NE910,T61220
26167,CTE,NE9,2020,31,3,5,61110000,25.92,TRAV_PLOMB_MSON TAHIROU MAMADOU,,NE910,T65100
26168,CTE,NE9,2020,31,3,5,63730000,10.67,CASIER_EAU+10CANETT_INTERSEC,,NE955,T61220
26169,CTE,NE9,2020,31,3,5,62835000,137.2,PDIEM_TECH POLY_16->2303 SANI DA,,NE902,T66210
26170,CTE,NE9,2020,31,3,5,61000000,137.2,PDIEM_ROBERT_22->3103 ROBERT NAS,,NE999,T66220
26171,CTE,NE9,2020,31,3,5,62835000,122.72,PDIEM_RSP DATA_17->3003 SOUNA GA,,NE999,T66210
26172,BTE,NE9,2020,31,3,3,62831100,14.4,CNSS_0320_CHARGE_PATRON_13EM INF,,NE961,T66100
26173,BTE,NE9,2020,31,3,3,62310000,2.95,CNSS_0320_13EM_INF ABDOU KOUTOUM,,NE954,T66003
26174,BTE,NE9,2020,31,3,3,62310000,4.47,CNSS_0320_13EM_ SUP INF DAN DJIB,,NE961,T66003
26175,BTE,NE9,2020,31,3,3,67400000,136.67,VIR_BILLET_ARTHUR_NY>MDI PAM,,NE965,T64110
26176,BTE,NE9,2020,31,3,3,63150000,0,C_4707791_ANNULE,,NE910,T61000
26177,BTE,NE9,2020,31,3,3,63150000,0,C_4707791_ANNULE,,NE910,T61000
26178,BTE,NE9,2020,31,3,3,63210000,13.49,FRAIS_CERTIF_CHQ_DGE ECOBANK,,NE910,T65710
26179,BTE,NE9,2020,31,3,3,79080000,-762.24,VIR_DETTE_GARBA_0819 GARBA MAHAM,,NE910,T71400
26180,BTE,NE9,2020,31,3,3,67220000,91.47,VIR_TOMCARD_112L_VEH_EPI06_03 TO,,NE902,T61200
26181,CTE,NE9,2020,31,3,5,67200000,45.73,REPAR_CLIM_EPI20,,NE910,T65120
26182,CTE,NE9,2020,31,3,5,67010000,99.09,VIGNETT_3VEH_EPI_NIA,,NE910,T65410
26183,CTE,NE9,2020,31,3,5,67220000,48.98,CARB_VEH_HUILE VIDANG_8L_EPI22 T,,NE910,T61200
26184,CTE,NE9,2020,31,3,5,62835000,5.34,PDIEM_CHAUFF_2303 SOUMANA GARBA,,NE910,T66210
26185,CTE,NE9,2020,31,3,5,63120000,3.05,PEAGE_ROUTIER,,NE910,T65720
26186,CTE,NE9,2020,31,3,5,62800000,8.23,FRAIMED_CHAUFF_MI177_03 SOUMANA,,NE954,T66230
26187,CTE,NE9,2020,31,3,5,62700000,48.78,2JRL_21->2203_CHAUFF,,NE910,T66306
26188,CTE,NE9,2020,31,3,5,63120000,83.69,ENREGISTR_CONTRAT_JARDIN+PISCINI,,NE910,T65720
26189,CTE,NE9,2020,31,3,5,63730000,13.57,2EAU+12CANETT JUS_INTERSEC,,NE955,T61220
26190,CTE,NE9,2020,31,3,5,62835000,133.39,PDIEM_IT_23->2703 HAMZA SALISSOU,,NE902,T66210
26191,CTE,NE9,2020,31,3,5,63030000,74.7,6REGLETT+20AMPOUL_STOCK BUR,,NE910,T61120
26192,CTE,NE9,2020,31,3,5,62800000,34.76,FRAISMED_MI294_AGENT CHAINE DE F,,NE954,T66230
26193,CTE,NE9,2020,31,3,5,65700000,47.35,REPAR+CONFECT_SALL LABO ANDOUME,,NE965,T63100
26194,CTE,NE9,2020,31,3,5,63110000,18.29,RAMASS_ORDURE_0220_BUR SANI INOU,,NE902,T65100
26195,CTE,NE9,2020,31,3,5,61110000,9.15,RAMASS_ORDURE_0220_MSON1 SANI IN,,NE902,T65100
26196,BTE,NE9,2020,31,3,3,67220000,91.47,VIR_TOMCARD_112L_VEH_EPI07_03 TO,,NE902,T61200
26197,BTE,NE9,2020,31,3,3,67220000,91.47,VIR_TOMCARD_112L_VEH_EPI08_03 TO,,NE902,T61200
26198,BTE,NE9,2020,31,3,3,67220000,91.47,VIR_TOMCARD_112L_VEH_EPI09_03 TO,,NE902,T61200
26199,BTE,NE9,2020,31,3,3,67220000,381.12,VIR_TOMCARD_465L_VEH_EPI15_03 TO,,NE902,T61200
26200,BTE,NE9,2020,31,3,3,67220000,228.67,VIR_TOMCARD_279L_VEH_EPI21_03 TO,,NE902,T61200
26201,BTE,NE9,2020,31,3,3,67220000,304.9,VIR_TOMCARD_372L_VEH_EPI019/01_0,,NE910,T61200
26202,BTE,NE9,2020,31,3,3,67220000,152.45,VIR_TOMCARD_186L_VEH_EPI020/02_0,,NE910,T61200
26203,BTE,NE9,2020,31,3,3,67220000,152.45,VIR_TOMCARD_186L_VEH_EPI022/03_0,,NE910,T61200
26204,BTE,NE9,2020,31,3,3,62800000,186.46,VIR_FRAISMED_PCIE_POINTD_02_STAF,,NE954,T66230
26205,BTE,NE9,2020,31,3,3,63730000,286.09,VIR_8INSEC+10DESODO+4LIQ VAISS+T,,NE910,T61220
26206,BTE,NE9,2020,31,3,3,63730000,86.17,VIR_4SAC POUB+2INSEC+PAPIER HYG_,,NE910,T61220
26207,BTE,NE9,2020,31,3,3,63730000,373.71,VIR_THE+SAC SUCR+9ANTI MOUSTIQ_G,,NE910,T61220
26208,BTE,NE9,2020,31,3,3,63110000,603.27,C_4707944_ELECTRICITE_BUR_01 NIG,,NE910,T65200
26209,BTE,NE9,2020,31,3,3,61110000,284.38,C_4707944_ELECTRICITE_MSON_01 NI,,NE910,T65200
26210,BTE,NE9,2020,31,3,3,63110000,603.27,C_4707944_ELECTRICITE_BUR_02 NIG,,NE910,T65200
26211,BTE,NE9,2020,31,3,3,61110000,284.38,C_4707944_ELECTRICITE_MSON_02 NI,,NE910,T65200
26212,CTE,NE9,2020,31,3,5,61110000,9.15,RAMASS_ORDURE_0220_MSON2 SANI IN,,NE902,T65100
26213,CTE,NE9,2020,31,3,5,61110000,9.15,RAMASS_ORDURE_0220_MSON3 SANI IN,,NE902,T65100
26214,CTE,NE9,2020,31,3,5,62950000,4.57,RAMASS_ORDURE_0220_CABMED SANI I,,NE954,T65100
26215,CTE,NE9,2020,31,3,5,65700000,6.86,COMPL_CONFECT_ARMOIRE_LABO ANDOU,,NE965,T63100
26216,CTE,NE9,2020,31,3,5,63730000,96.04,7GEL_DESINFECT_STOCK_BUR COVID19,,NE999,T61220
26217,CTE,NE9,2020,31,3,5,62835000,5.34,PDIEM_CHAUFF_2703 HASSAN ABDOU,,NE910,T66210
26218,CTE,NE9,2020,31,3,5,63120000,3.05,PEAGE_ROUTIER,,NE910,T65720
26219,CTE,NE9,2020,31,3,5,63730000,6.4,RELIURE_10DOC_PROTOCOL_COVID19 C,,NE999,T61220
26220,CTE,NE9,2020,31,3,5,63730000,16.77,10SAVON_ANTI BACT_BUR COVID19,,NE999,T61220
26221,CTE,NE9,2020,31,3,5,63730000,23.63,MOUSTIQUAIR+MATELA_CHAUFF_PERMA,,NE999,T61220
26222,CTE,NE9,2020,31,3,5,67200000,103.67,7FILTRE_STOCK_BUR EDDY AUTO,,NE910,T61210
26223,CTE,NE9,2020,31,3,5,62700000,24.39,JRL_28->2903_CHAUFF_PERMA IBRAHI,,NE910,T66300
26224,CTE,NE9,2020,31,3,5,62700000,45.73,JRL_28->2903_CHAUFF_PERMA HASSAN,,NE910,T66300
26225,CTE,NE9,2020,31,3,5,62110000,223.34,SAL_0320_Gardien_NI026 MALIOURO,,NE910,T66007
26226,BTE,NE9,2020,31,3,3,62831100,36,CNSS_0320_CHARGE_PATRON_ Gardien,,NE902,T66100
