rownames,project_id,created,modified,name,code,on_the_field_project_code,locality,project_start_date,project_end_date,description_text,description_html,is_billable,guid,created_by_id,last_modification_by_id,division_id,activity_id,funding_type_id,pathology_id,country_id,responsible_id,analytical_axe_id,status,short_name,level,final_impact_comments,initiation_of_the_project_comments,partners_comments,topic_comments,study_pouplation_comments,population_comments,goal_comments,numbers_of_epidemiologist,term_of_reference_has_been_written,protocol_has_been_written,is_there_an_initial_restitution,is_there_a_report_to_be_delivered,is_there_an_article_to_be_submitted,trigger_comments,has_ethical_review_bord,various_countries,sponsor,other_final_impact,goal_id,trigger_id,security_context_id,population_id,role_of_epicentre_id,impact_expected_id,health_structure_id,study_design_id,methodology_id,data_type_id,linked_project_id,topic_id
512,535,2015-09-14 ,2018-08-09 ,External services - Health Fair study,823627,"",Mbarara,2015-09-14,2016-02-29,External services - Health Fair study,"",1,,11,130,4,2,3,19,13,11,579,4,"",1,,,"","","",,,1,,,,,,"",,1,"","",,,,,,,,,,,,77
513,536,2015-09-14 ,2017-01-10 ,External services - Clean Air,823628,UG978,Mbarara,2015-09-01,2016-10-01,Funding : 2 153USD,Funding : 2 153USD,1,,11,60,4,2,1,2,13,11,580,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,55
514,537,2015-09-25 ,2016-04-13 ,VL_4country_support_consortium,812385,"",ethiopie  sudan  Bangldesh  inde,2015-09-01,2015-12-31,"","",1,,33,60,5,9,1,13,,33,583,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,32
515,538,2015-09-28 ,2018-08-07 ,Couverture vaccinal Bangasso 2015  OCB,812384,"",Bangasso,2015-09-01,2015-11-30,Couverture vaccinal Bangasso 2015  OCB,"",1,,60,130,7,1,1,1,4,20,581,4,"",4,,,"","","",,,1,,,,,,"",,0,"","",4,5,1,2,1,4,,1,1,3,,41
516,539,2015-09-29 ,2018-08-07 ,Enquete de couverture vaccinale multi antigene à Yida Sud Soudan,811386,"",Yida,2015-10-01,2015-12-31,Enquete de couverture vaccinale multi antigene à Yida Sud Soudan,"",1,,47,130,7,1,1,1,5,51,585,4,"",4,,,"","","",,,1,,,,,,"",,0,"","",4,1,4,1,1,4,,1,1,3,,41
517,540,2015-09-29 ,2017-10-26 ,surveillance LRTI - Yida  Adjumani  Gambella,811387,,yida adjumani gambella,2015-10-01,2017-10-31,dESCRIPTION,dESCRIPTION,1,,47,60,7,2,1,1,5,51,586,4,,1,,,,,,,,0,1,0,0,0,0,,0,1,,,,,4,3,1,1,,1,,4,,1
518,541,2015-09-30 ,2018-07-23 ,SMC Coverage Surveys for Access SMC  Niger,823629,"",Niger,2015-09-30,2017-06-30,Series of coverage surveys for Access SMC-funded SMC programs  Niger,Series of coverage surveys for Access SMC-funded SMC programs  Niger,1,,39,130,1,1,1,4,10,39,582,4,"",1,,,"","","",,,0,1,1,1,1,0,"",0,0,"","",,,4,2,1,4,,1,,3,,22
519,542,2015-10-05 ,2018-08-08 ,Viral Load: Association between NNRTI exposure  VL suppression and emergence of resistance in HIV-infected patients on rifampicin (CARINEMO) (UNITAID via OCB),823630,"","",2015-01-01,2016-12-31,initialement 822474,initialement 822474,1,,60,130,1,2,1,3,22,18,584,4,,1,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,20
520,543,2015-10-05 ,2016-10-26 ,National Course on outbreak deteaction   investigation and control Iran WHO,843130,"",Teheran,2015-09-29,2015-11-30,"","",1,,33,60,5,3,1,20,55,33,589,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
521,544,2015-10-06 ,2016-09-27 ,Enquete de mortalité rétrospective à Diffa  Niger,814388,"",Diffa,2015-10-05,2016-12-31,"","",1,,47,60,5,1,1,6,10,10,587,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,71
522,545,2015-10-12 ,2016-06-28 ,Rep Epi Niger  ALIMA,843129,"",Niamey,2015-10-01,2015-12-31,"","",1,,60,43,5,3,1,20,10,40,588,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
523,546,2015-10-12 ,2017-01-10 ,Nablus 10 year review,821631,"",Nablus,2015-09-25,2015-12-31,Epidemiological support for Nablu project 10 year review,Epidemiological support for Nablu project 10 year review<br />,1,,3,60,5,2,1,32,25,3,590,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,62
524,547,2015-10-14 ,2018-08-09 ,Calais Migrants,811389,"",Calais,2015-09-15,2016-12-31,"","",1,,33,130,5,1,1,19,3,28,591,4,,1,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,77
525,548,2015-11-10 ,2018-11-30 ,A definir,822632,"",Madaua,2015-11-02,2016-12-22,Description,"",1,,1,130,1,2,1,5,10,60,592,4,"",1,,,"","","",,,0,,,,,,"",,0,"","",,,,,,,,,,,,72
526,549,2015-11-12 ,2018-10-26 ,RIFASHORT_ international TB trial,823633,UG981,Mbarara,2016-01-04,2019-12-31,Funding : 390 KEUR (4/1/2016-31/12/2019)AN INTERNATIONAL MULTICENTRE CONTROLLED CLINICAL TRIAL TO EVALUATE 1200mg AND 1800mg RIFAMPICIN DAILY IN THE REDUCTION OF TREATMENT DURATION FOR PULMONARY TUBERCULOSIS FROM 6 MONTHS TO 4 MONTHS.Coordinating investigator: A Jindani (St Georges University London).&nbsp;Funding: MRC,"<p><span style=""font-size: 11pt; font-family: Arial  sans-serif;"" lang=""EN-GB"">Funding : 390 KEUR (4/1/2016-31/12/2019)</span></p><p><span style=""font-size: 11pt; font-family: Arial  sans-serif;"" lang=""EN-GB"">AN INTERNATIONAL MULTICENTRE CONTROLLED CLINICAL TRIAL TO EVALUATE 1200mg AND 1800mg RIFAMPICIN DAILY IN THE REDUCTION OF TREATMENT DURATION FOR PULMONARY TUBERCULOSIS FROM 6 MONTHS TO 4 MONTHS.</span></p><p><span style=""font-family: Arial  sans-serif;""><span style=""font-size: 14.6667px;"">Coordinating investigator: A Jindani (St Georges University London).&nbsp;</span></span></p><p><span style=""font-family: Arial  sans-serif;""><span style=""font-size: 14.6667px;"">Funding: MRC</span></span></p>",1,,37,130,1,2,1,31,13,37,593,2,"",4,,,"","","",,,1,0,1,0,0,0,"",1,0,"","",,,4,2,4,1,,1,4,3,,40
527,550,2015-11-13 ,2016-08-19 ,enquete de mortalité baseline à Boga Ituri RDC,812390,"",Boga,2015-11-09,2016-01-31,Enquete de mortalité à l'ouverture du programme de santé de soins primaires à Boga en Ituri  RDC,Enquete de mortalité à l'ouverture du programme de santé de soins primaires à Boga en Ituri  RDC,1,,47,60,5,1,1,6,1,20,594,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,71
528,551,2015-11-16 ,2018-08-04 ,Cholera RDT evaluation,822634,"","",2015-11-01,2017-12-31,Evaluation of the diagnostic performance of several cholera RDT,Evaluation of the diagnostic performance of several cholera RDT<br />,1,,4,130,1,2,1,22,36,4,595,4,"",1,,,"","","",,,3,0,1,0,0,0,"",1,0,"","",5,6,4,2,1,1,,1,9,3,,6
529,552,2015-11-17 ,2019-01-03 ,Population en situation précaire  février 2016,844131,"","",2016-01-01,2016-12-31,PSP février 2016,"",1,,40,154,5,3,1,19,,40,596,4,PSP février 2016,,,,"","","",,,0,,,,,,"",,0,"","",,,,,1,,,,,,,
530,553,2015-11-17 ,2016-10-20 ,Réponse aux épidémies en anglais  mars 2016,844132,"","",2016-01-01,2016-05-01,"","",1,,40,60,5,3,1,19,,40,597,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
531,554,2015-11-18 ,2016-10-20 ,PSP  décentralisé Dakar  FR  avril 2016  OCP-OCG,844133,"","",2016-01-01,2016-12-31,"","",1,,40,60,5,3,1,20,,40,598,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
532,555,2015-11-18 ,2017-01-10 ,Populations Situation Précaire  septembre 2016,844134,"","",2016-01-01,2016-12-31,"","",1,,40,60,5,3,1,20,,40,599,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
533,556,2015-11-18 ,2017-01-10 ,PSP  décentralisé Kampala  Eng  oct-nov 2016  OCP-OCG,844135,"","",2016-01-01,2016-12-31,"","",1,,40,60,5,3,1,20,,40,600,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
534,557,2015-11-18 ,2017-01-10 ,Réponse aux épidémies  en français  décembre 2016,844136,"","",2016-01-01,2016-12-31,"","",1,,40,60,5,3,1,20,,40,601,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
535,558,2015-11-23 ,2018-11-02 ,Programmatic Support to the MSF OCP HCV Program in Cambodia ,831047,"",Phnom Penh,2016-01-01,2019-12-01,Case series in Phnom Penh project ( new model of HCV care) and documentation of the decentralised projects  in Batambang. Support for studies and for monitoring . Link with Cost effectiveness study of University of Bristol ,description,1,,17,79,7,9,1,10,19,79,656,2,OCP HCV ,1,,,"","","",,,4,1,1,1,0,1,"",1,0,"", a lot of conferences. Manuscripts under submission ,6,6,4,2,2,4,,1,5,4,,16
536,559,2015-11-23 ,2017-01-10 ,Programmatic Support to the MSF OCB HCV Program in Pakistan ,TMP_a95d205b-b5de-483d-87ff-4408ea24c7c3,"",Karachi,2015-12-01,2016-01-02,"","",1,,17,60,5,9,1,10,84,17,,1,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
537,560,2015-11-23 ,2019-01-04 ,HIV Population Surveys  in Gutu and in Nsanje,812398,"","",2016-01-01,2018-12-31,Description,Description,1,,17,60,7,1,1,3,91,110,672,4,"",2,,,"","","",,,0,0,1,0,1,0,"",1,0,"","",,,4,2,1,1,,1,1,3,,20
538,561,2015-11-23 ,2016-11-18 ,Support to OCG in Mozambic and Swaziland,832061,,"",2016-01-01,2017-12-31,"","",1,,17,60,7,9,1,19,22,17,677,4,,1,,,,,,,,0,0,0,0,0,0,,0,0,,,1,7,4,2,2,4,,1,,4,,75
539,562,2015-11-23 ,2018-12-04 ,Nigeria  Jahun  Obstetric  OCP  2016,831049,"",Jahun,2016-01-01,2016-12-31,Description des femmes accouchant à la maternité de Jahun: complications  prise en charge et statut de sortie,Description des femmes accouchant à la maternité de Jahun<br />,1,,21,21,8,9,1,37,12,21,658,4,"",4,,,"","","",,,1,1,,,,,Fréquence importante d'éclampsies,0,0,"","",6,6,3,2,1,4,,3,5,4,,57
540,563,2015-11-23 ,2018-12-04 ,Country & Mission to be defined later - Resomal and ORS and malnutrition - OCG - 2016,832048,"","",2016-01-01,2017-12-31,Documentation of outcomes of the use of Resomal and ORS in malnurished children,Documentation of outcomes of the use of Resomal and ORS in malnurished children<br />,1,,21,21,8,2,1,5,36,21,657,3,"",1,,,"","","",,,1,1,1,,,,"",0,0,"","",1,6,,2,1,1,,1,10,4,,59
541,564,2015-11-23 ,2018-12-18 ,South Sudan - Aweil - Follow up new borns - 2016,831051,"",Aweil,2016-01-01,2020-12-01,Outcomes of new borns who were admitted in ICU,Outcomes of new borns who were admitted in ICU<br />,1,,21,84,7,9,1,15,5,84,660,2,"",4,,,"","","",,,0,0,0,0,0,0,"",0,0,"","",6,6,3,3,1,4,,1,3,3,,60
542,565,2015-11-23 ,2018-12-18 ,South Sudan - Aweil - Type I diabetes in children - 2016,831050,"",Aweil,2016-01-01,2017-12-31,Description and outcomes of the pediatric cohort of Type I diabetic children,Description and outcomes of the pediatric cohort of Type I diabetic children<br />,1,,21,84,7,9,1,15,5,84,659,4,"",4,,,"","",Mostly a pediatric population,,,0,0,0,0,0,0,"",0,0,"","",7,6,3,2,1,4,,1,,,,53
543,566,2015-11-23 ,2016-08-31 ,Surgical Outcomes in Gaza,811391,"",gaza,2015-12-01,2015-12-31,"","",1,,60,60,5,9,1,8,25,12,602,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,64
544,567,2015-11-24 ,2018-12-04 ,Malawi - Chiradzulu - FUCHIA databases - 2015-11,811392,"",Chiradzulu,2015-11-24,2015-12-31,Improve the set up of the FUCHIA databases with or without a server.Ultimate objective: increase the access to FUCHIA databases to reduce the backlog of data and to the inequity of workload,<p>Improve the set up of the FUCHIA databases with or without a server.</p><p>Ultimate objective: increase the access to FUCHIA databases to reduce the backlog of data and to the inequity of workload<br /></p>,1,,21,21,8,1,1,3,15,21,603,4,"",4,,,"","","",,,3,1,0,,,,"",0,0,"","",6,6,4,2,1,4,,1,9,1,62,20
545,568,2015-11-24 ,2019-01-04 ,Evaluation Ebola avec CRASH  OCP,821635,"","",2016-01-01,2018-12-31,description,description,1,,60,60,4,2,1,35,,19,604,4,"",,,,"","","",,,0,0,0,0,0,0,"",0,0,"","",1,2,,,2,1,,1,9,,,11
546,569,2015-11-24 ,2017-11-23 ,HIV/AIDS in Adolescents_Qualitative study_UNITAID (via OCP),833062,,"",2016-01-01,2017-12-31,"Qualitative&nbsp; assesment &nbsp;to explore health behaviours among HIV-infected adolescents in Chiradzulu  Malawi.This study is &nbsp;directly linked to the study: 823608-""HIV/AIDS in Adolescents  Resistance and Adherence  UNITAID (via OCP"")PI of the qualitaive study is Alison Wringe at LSHTM. Epicentre is co-investigator.The entire budget is expected to be covered by UNITAID VL grant.","<p>Qualitative&nbsp; assesment &nbsp;to explore health behaviours among HIV-infected adolescents in Chiradzulu  Malawi.</p><p>This study is &nbsp;directly linked to the study: 823608-""HIV/AIDS in Adolescents  Resistance and Adherence  UNITAID (via OCP"")</p><p>PI of the qualitaive study is Alison Wringe at LSHTM. Epicentre is co-investigator.</p><p>The entire budget is expected to be covered by UNITAID VL grant.</p>",1,,9,60,8,2,1,3,15,9,680,4,,1,,,,,,,,2,1,1,1,1,0,,1,0,,,5,6,4,2,6,1,,2,1,3,,20
547,570,2015-11-24 ,2018-12-04 ,Jordan - Irbid - Follow up of children - 2015,821636,"",Irbid,2015-11-02,2017-06-30,Monitoring of mental health program for children (support for excel database and analysis),Monitoring of mental health program for children (support for excel database and analysis)<br />,1,,21,21,8,1,1,32,23,21,605,4,"",4,,,"","","",,,1,1,0,,,,"",0,0,"","",6,1,4,1,2,4,,1,9,1,,62
548,571,2015-11-24 ,2016-09-28 ,HIV2ndline_qualitative research on patients who failed 2nd ART,831063,,"",2016-01-01,2017-12-31,"This is a qualitative study to explore health behaviours among HIV-infected adults on second-line antiretroviral therapy in MSF patient cohorts in Kenya and&nbsp;Malawi.The research is directly linked to the project: 825481 ""2nd line drug resistance in HIV and 12-month outcome on 3rd line""The PI is Alison Wringe at LSHTM. Epicentre is co-investigator.","<p>This is a qualitative study to explore health behaviours among HIV-infected adults on second-line antiretroviral therapy in MSF patient cohorts in Kenya and&nbsp;Malawi.</p><p>The research is directly linked to the project: 825481 ""2nd line drug resistance in HIV and 12-month outcome on 3rd line""</p><p>The PI is Alison Wringe at LSHTM. Epicentre is co-investigator.</p>",1,,9,60,8,2,1,3,85,9,681,4,,1,,,,,,,,2,1,1,1,1,0,,1,1,,,1,6,4,2,6,1,,2,1,3,,20
549,572,2015-11-25 ,2018-11-16 ,Module essai clinique  MPH MUST,821648,"",Mbarara,2016-01-01,2021-12-01,Participation au module de formation sur les essais cliniques dans le cadre du Master de Sante publique de l'universite de science et technologie de Mbarara.,Participation au module de formation sur les essais cliniques dans le cadre du Master de Sante publique de l'universite de science et technologie de Mbarara.,1,,37,60,4,10,1,20,13,37,708,2,"",4,,,"","","",,,0,0,0,0,0,0,"",0,0,"","",,,4,,5,5,,,,6,,76
550,573,2015-11-30 ,2018-10-30 ,Clean Kids  OCP,821646,NE949,"",2016-01-01,2019-12-01,This is a 6-month descriptive study to collect information on the risk of healthcare association infections in the MSF-supported inpatient nutritional treatment center of Madarounfa  Niger; Information on key clinical indicators will be collected according to the routine program procedures from the time of admission to discharge  as well as laboratory samples.,"<span style=""font-size: 11pt; font-family: Calibri  sans-serif;"">This is a 6-month descriptive study to collect information on the risk of healthcare association infections in the MSF-supported inpatient nutritional treatment center of Madarounfa  Niger.&nbsp; Information on key clinical indicators will be collected according to the routine program procedures from the time of admission to discharge  as well as laboratory samples.&nbsp; </span>&nbsp;",1,,60,60,1,2,1,5,10,49,702,2,"",1,,,"","","",,,1,1,1,0,0,0,"",1,0,"","",,,4,2,1,1,,1,5,4,,60
551,574,2015-12-08 ,2018-11-05 ,Décentralisés Cameroun,80CAM,"","",2016-01-01,2019-12-01,Test description,Test <strong>description</strong>,0,,,60,3,5,1,19,45,104,606,0,"",1,,,"","","",,,0,,,,,,"",,0,"","",,,,,,,,,,,,
552,575,2015-12-08 ,2018-11-19 ,Décentralisés Espagne,80ESPA,"","",2015-01-01,2019-12-01,Test description,Test <strong>description</strong>,0,,,60,3,5,1,19,2,104,607,0,"",1,,,"","","",,,0,,,,,,"",,0,"","",,,,,,,,,,,,
553,576,2015-12-08 ,2018-10-29 ,Informatique,80INFO,"","",2016-01-01,2022-12-01,Test description,Test <strong>description</strong>,0,,,60,3,5,1,19,3,104,608,0,"",1,,,"","","",,,0,,,,,,"",,0,"","",,,,,,,,,,,,
554,577,2015-11-23 ,2017-01-10 ,Surgical Outcomes in Gaza,831001,"",gaza,2016-01-01,2016-12-31,"","",1,,60,60,5,9,1,8,25,12,609,1,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,64
555,578,2015-06-21 ,2018-11-02 ,Oedèmes bilatéraux  enfants hospitalisés en pédiatrie ou CRENI  OCP,831002,"",Koutiala  Rutshuru  + RCA,2016-01-01,2019-12-01,Description des cas d dèmes bilatéraux chez les enfants hospitalisés dans les structures MSF  Mali (Koutiala)  RDC (Rutshuru) et RCA (?),Description des cas d dèmes bilatéraux chez les enfants hospitalisés dans les structures MSF  Mali (Koutiala)  RDC (Rutshuru) et RCA (?)<br />,1,,21,60,7,9,1,15,90,28,610,2,"",4,,,"","","",,,0,0,0,0,0,0,"",1,0,"","",,6,3,2,1,1,,1,1,4,,59
556,579,2015-09-25 ,2016-04-12 ,VL_4country_support_consortium,832003,"",ethiopie  sudan  Bangldesh  inde,2013-01-09,2014-03-07,changement code car changement financeur,changement code car changement financeur<br />,1,,33,60,5,9,1,13,,33,611,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,32
557,580,2015-06-21 ,2018-12-04 ,Base de données intersection  stratégies préventives  All OC  RCA,834004,"","",2016-01-01,2016-12-31, Base de données intersection Vacci Multiantigènes  stratégies préventives  All OC  RCA      Mise en place d'une base de données intersection dédiée aux activités de stratégie préventive en RCA ,"<p class=""MsoNormal"">        </p><span style=""font-size: 12pt;"">Mise en place d'une base de données intersection dédiée aux activités de stratégie préventive en RCA</span> <p><br /></p>",1,,21,21,8,9,1,15,4,21,612,4,"",2,,,"","","",,,2,1,,,,,"",0,0,"","",4,5,3,2,1,1,,1,12,1,,41
558,581,2015-04-17 ,2018-10-22 ,Support Operational Research MSF-OCG (XM300),832005,"","",2016-01-01,2020-12-01,Description,Description,1,,38,60,8,9,1,19,76,38,613,2,"",1,,,"","","",,,1,0,0,0,0,0,"",0,0,"","",6,6,,,2,4,,,,,,75
559,582,2015-07-07 ,2016-10-25 ,Cohorte survivants ebola  OCP,831006,,Monrovia,2016-01-01,2017-12-31,"","",1,,33,60,7,9,1,35,46,51,614,4,,4,,,,,,,,0,1,0,0,0,0,,0,0,,,,,4,2,1,1,,1,,2,,11
560,583,2015-02-26 ,2018-04-09 ,VASCOMU: Validation of a clinical score for the diagnosis of Mycobacterium ulcerans (MU) infection in Cameroon (MI984),832007,,"",2016-01-01,2019-12-31,To estimate the performance of the clinical score compared to PCR for the diagnosic of M ulcerans infection,"<span lang=""EN-US"" style=""font-family: Calibri  sans-serif;"">To estimate the p</span><span lang=""EN-US"" style=""font-family: Calibri  sans-serif;"">erformance of the clinical score compared to PCR for the diagnosic of <em style=""mso-bidi-font-style: normal;"">M ulceran</em>s infection</span>",1,,54,60,8,9,1,30,45,53,615,2,,2,,,,,,,,0,0,1,0,0,0,,1,0,,,,,4,2,1,1,,3,,,,27
561,584,2015-04-08 ,2019-01-04 ,Test and Treat Evaluation South Sudan,832008,"",Yambio,2016-01-01,2018-12-31,Support documentation of program acceptability  adherence  retention&nbsp; and outcomes evaluation of a community based HIV test and treat program in rural communities of Yambio  South Sudan,Support documentation of program acceptability  adherence  retention&nbsp; and outcomes evaluation of a community based HIV test and treat program in rural communities of Yambio  South Sudan<br />,1,,3,60,7,9,1,3,5,28,616,4,"",1,,,"","","",,,0,0,0,0,0,0,"",0,0,"","",,6,1,3,1,1,,1,3,3,,20
562,585,2014-12-04 ,2018-11-05 ,9 months MDRTB regimen in Papua New Guinea,831009,"",Papua New Guinea,2016-01-01,2018-12-01,DESCRIPTION,DESCRIPTION,1,,26,60,8,9,1,31,67,26,617,4,"",1,,,"","","",,,0,1,0,0,0,0,"",0,0,"","",6,6,4,2,1,1,,1,10,3,,40
563,586,2015-01-15 ,2018-10-18 ,Analyse bedaquilline  Arménie,831015,"","",2016-01-01,2019-12-01,DESCRIPTION,DESCRIPTION,1,,60,60,8,9,1,31,18,26,618,2,"",1,,,"","","",,,0,1,1,0,0,1,"",1,1,"","",6,6,4,2,2,1,,1,3,1,,40
564,587,2015-03-12 ,2018-10-18 ,MDR -TB sequencing project,832016,"","",2016-01-01,2016-12-31,MDR -TB sequencing project,"",1,,60,130,5,9,1,31,74,9,619,4,"",1,,,"","","",,,0,,,,,,"",,1,"","",,,,,,,,,,,,40
565,588,2015-03-13 ,2017-01-10 ,Nutributter  Mali  OCP,831017,"",Konseguela,2016-01-01,2016-09-30,Comparison of indicators between PPD use and Nutributter use in an under 2 cohort  Konseguela  Mali,Comparison of indicators between PPD use and Nutributter use in an under 2 cohort  Konseguela  Mali<br />,1,,52,60,5,2,1,5,8,52,620,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,72
566,589,2015-02-17 ,2017-01-10 ,OCG freetown  follow up of survivor ,832018,"",Freetown,2016-01-01,2016-03-31,"","",1,,33,60,5,9,1,35,60,7,621,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,11
567,590,2014-07-17 ,2018-11-06 ,Follow up newborn sepsis  Peshawar  OCP,831019,"","",2016-01-01,2018-12-31,P process,P process<br />,1,,33,130,8,9,1,19,84,36,622,4,Follow up newborn  OCP,4,,,"","","",,,2,0,1,0,1,0,"",0,0,"","",6,6,3,2,1,4,,1,5,4,,3
568,591,2014-09-10 ,2016-10-06 ,Wound survey  OCP,831020,,"",2016-01-01,2017-12-31,"","",1,,60,60,7,9,1,8,1,12,623,4,,1,,,,,,,,0,0,0,0,0,0,,0,,,,7,5,,,1,1,,1,1,,,63
569,592,2013-12-09 ,2018-11-06 ,Prospective description of surgical burn mortality Haïti OCP,831022,"","",2016-01-01,2017-12-31,Describing burn related sepsis mortality and general etiology for mortality in burn patients plus risk factors,Describing burn related sepsis mortality and general etiology for mortality in burn patients,1,,12,130,8,2,1,8,7,36,624,4,Surgical burn mortality Haïti OCP,4,,,"",Burn patients,"",,,1,0,1,1,1,0,"",0,0,"","",1,6,4,2,1,4,,1,5,1,,63
570,593,2013-12-09 ,2017-01-10 ,Treatment of cholera-related emesis to improve the benefits of ORS therapy,831023,"","",2016-01-01,2016-01-01,"","",1,,12,60,5,9,1,22,,12,625,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,6
571,594,2013-11-21 ,2018-12-04 ,Support méthodologique et opérationnel  VIH/SIDA,831025,"","",2016-01-01,2019-12-31,Ligne utilisée pour les discussions avec le desk VIH et / ou le département médical sur la recherche opérationnelle VIH.,"<p style=""font-size: 14.6667px; font-family: Calibri  sans-serif; margin: 0px 0px 0.000133333px;"">Ligne utilisée pour les discussions avec le desk VIH et / ou le département médical sur la recherche opérationnelle VIH.</p>",1,,21,21,8,9,1,3,3,21,626,2,"",1,,,"","","",,,1,1,1,0,0,0,"",0,0,"","",6,6,4,4,2,4,,4,10,6,,20
572,595,2014-04-10 ,2018-10-30 ,Use of LAM test in adults  Chiradzulu  OCP,831026,"",Chiradzulu,2016-01-01,2019-12-01,Use of LAM test in adults  Chiradzulu  OCP,DESCRIPTION,1,,26,130,8,9,1,31,15,26,627,2,LAM RDC 2016 OCP,4,,,"","","",,,0,0,0,0,0,0,"",1,0,"","",1,6,4,2,1,1,,1,3,3,750,40
573,596,2013-12-17 ,2018-08-01 ,Ageing on ART in Chiradzulu,831027,"",Chiradzulu,2016-01-01,2017-12-31,Ageing on ART in Chiradzulu,"",1,,60,130,7,2,1,3,15,17,628,4,"",4,,,"","","",,,1,0,0,0,0,0,"",0,0,"","",7,6,4,2,1,1,,1,3,4,,20
574,597,2013-11-21 ,2018-12-04 ,Fuchia Maintenance & Support: v 1.7.1,834028,"","",2016-01-01,2019-12-01,Correction de bugs  réparation de bases corrompues  questions sur l'utilisation de FUCHIA ou sur l'interprétation des rapports et exports,<p>Correction de bugs  réparation de bases corrompues  questions sur l'utilisation de FUCHIA ou sur l'interprétation des rapports et exports<br /></p>,1,,21,21,8,9,1,3,36,21,629,2,"",1,,,"","","",,,3,1,1,0,0,0,"",0,0,"","",6,6,4,2,1,4,,1,9,1,,20
575,598,2014-04-10 ,2018-10-30 ,Use of LAM test in adults  Maputo  OCG (MZ160),832029,"",Maputo,2016-01-01,2019-12-01,DESCRIPTION,DESCRIPTION,1,,26,130,8,9,1,31,22,26,630,2,"",4,,,"","","",,,0,0,0,0,0,0,"",1,0,"","",6,6,4,2,1,1,,1,5,3,,40
576,599,2013-12-23 ,2017-04-14 ,IPD Homa Bay Epidemiology Support ,831030,,Homa Bay ,2016-01-01,2017-12-31,"","",1,,17,60,7,9,1,3,14,17,631,4,,4,,,,,,,,0,0,0,0,0,0,,0,0,,,7,6,4,2,2,3,,1,,4,,20
577,600,2013-12-02 ,2018-10-30 ,Marqueurs génétiques de la résistance à la sulfadoxine-pyrimethamine et à l amodiaquine après deux années de chimio prévention du paludisme saisonnier dans le district sanitaire de Moïssala  Tchad,831031,"",Moissala,2016-01-01,2017-02-28,Estimation de la proportion des marqueurs génétiques de la résistance à la sulfadoxine-pyrimethamine et à l amodiaquine après deux années de chimio prévention du paludisme saisonnier dans le district sanitaire de Moïssala  Tchad.,Estimation de la proportion des marqueurs génétiques de la résistance à la sulfadoxine-pyrimethamine et à l amodiaquine après deux années de chimio prévention du paludisme saisonnier dans le district sanitaire de Moïssala  Tchad.<br />,1,,23,130,7,2,1,4,9,23,632,4,"",4,,,"","","",,,1,1,1,0,1,0,"",1,0,"","",7,6,4,2,1,1,,1,1,3,835,22
578,601,2013-11-08 ,2018-10-26 ,Support technique département médical  MSF-OCB ,832032,"","",2016-01-01,2019-12-01,Description,Description,1,,,60,7,9,1,19,36,25,633,2,"",4,,,"","","",,,0,1,0,0,0,0,"",0,0,"","",4,7,,,2,5,,3,10,4,,75
579,602,2013-11-08 ,2019-01-04 ,Multicentric MSF Drug resistant tuberculosis study  Intersection,834033,"","",2016-01-01,2018-12-31,Multicentric MSF Drug resistant tuberculosis study  Intersection,Description,1,,,60,8,9,1,31,36,38,634,4,"",1,,,"","","",,,1,0,0,0,0,0,"",0,0,"","",2,6,,2,1,1,,1,5,4,,40
580,603,2013-11-08 ,2018-12-18 ,Support to NY Office,831034,"","",2016-01-01,2020-12-31,Support NYC office,"",1,,,130,8,9,1,19,36,84,635,2,Support to NY Office,1,,,"","","",,,1,0,0,0,0,0,"",0,0,"","",7,7,4,4,1,4,,4,10,6,,76
581,604,2013-11-08 ,2017-01-10 ,Ndhiwa HIV Impact in Population Survey (NIPS),831035,KE193,"",2016-01-01,2016-12-31,"","",1,,,60,5,9,1,3,14,17,636,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,20
