rownames,project_id,created,modified,name,code,on_the_field_project_code,locality,project_start_date,project_end_date,description_text,description_html,is_billable,guid,created_by_id,last_modification_by_id,division_id,activity_id,funding_type_id,pathology_id,country_id,responsible_id,analytical_axe_id,status,short_name,level,final_impact_comments,initiation_of_the_project_comments,partners_comments,topic_comments,study_pouplation_comments,population_comments,goal_comments,numbers_of_epidemiologist,term_of_reference_has_been_written,protocol_has_been_written,is_there_an_initial_restitution,is_there_a_report_to_be_delivered,is_there_an_article_to_be_submitted,trigger_comments,has_ethical_review_bord,various_countries,sponsor,other_final_impact,goal_id,trigger_id,security_context_id,population_id,role_of_epicentre_id,impact_expected_id,health_structure_id,study_design_id,methodology_id,data_type_id,linked_project_id,topic_id,creation_id
972,1073,2019-10-22 ,2021-01-28 ,Réponse aux Urgences et Epidémies  OCA India  2020,842185,"",,2020-01-01,2020-12-01,Formation à la réponse aux Urgences et Epidémies,,1,,40,40,9,3,1,,,40,1039,4,REE  OCA India  2020,4,"",,"","","","",,1,,,,,,"",0,0,"","",,,4,4,1,4,,,,,,76,A1531BE3-D5B1-4738-B3BD-9CF808D756B6
973,1075,2019-10-22 ,2021-01-28 ,PSP  Calafell  2020,844183,"",,2019-11-01,2020-12-01,Formation aux urgences,,1,,40,40,9,3,1,,,40,1033,4,PSP  Calafell  2020,,"",,"","","","",,4,,,,,,"",0,0,"","",7,7,,,1,5,,,,,,76,84F12484-41D9-47F9-9727-969EE9984F55
974,1076,2019-10-22 ,2021-01-28 ,Responding to Epidemics  Eng  2020,844186,"",,2020-01-01,2021-12-01,Formation à la réponse aux épidémies,,1,,40,40,9,3,1,,,40,1046,1,RepEpi  Eng  2020,4,"",,"","","","",,0,,,,,,"",0,0,"","",,,,,,,,,,,,76,AA3C3836-53E7-43A5-A228-79DCE8B0BE52
975,1077,2019-10-22 ,2021-01-28 ,PSP  Dakar  2020,844184,"",,2020-01-01,2021-12-01,Formation aux urgences,,1,,40,40,9,3,1,,,40,1038,1,PSP  Dakar  2020,4,"",,"","","","",,0,,,,,,"",0,0,"","",,,,,1,,,,,,,76,E78BBA61-9AF5-46CF-A68D-8B130A0124D5
976,1078,2019-10-22 ,2021-01-28 ,PSP  Mandres  2020,844188,"",,2020-01-01,2021-12-01,Formation aux Urgences,,1,,40,40,9,3,1,,,40,1073,1,PSP  Mandres  2020,4,"",,"","","","",,0,,,,,,"",,0,"","",,,,,,,,,,,,76,9A082B05-1955-49E8-8D4C-F37644A0359E
977,1079,2019-10-22 ,2021-01-28 ,PSP Kampala  2020,TMP_77fb5b68-9ff0-4c30-8f78-ff4d17eff9f1,"",,2020-01-01,2020-12-01,Formation aux Urgences,,1,,40,40,9,3,1,,,40,,1,PSP Kampala  2020,4,"",,"","","","",,0,,,,,,"",0,0,"","",,,,,,,,,,,,76,769CB443-42CD-4D3C-8ABA-7C6F4C000E73
978,1080,2019-10-22 ,2021-01-28 ,Réponses aux épidémies  Fr  2020,844190,"",,2020-01-01,2021-01-11,Formation à la réponse aux épidémies,,1,,40,40,9,3,1,,,40,1124,4,RepEpi  Fr  2020,4,"",,"","","","",,0,,,,,,"",0,0,"","",,,,,1,,,,,,,76,79BD3921-22E2-47B3-8D96-70A881C6E65E
979,1081,2019-10-22 ,2021-01-28 ,LAC  LEAP  FOOT  OCP  2020,841198,"",,2020-01-01,2020-12-01,Participation Construction formation,,1,,40,40,9,3,1,,,40,1152,4,LAC  LEAP  FOOT  OCP  2020,,"",,"","","","",,0,,,,,,"",,0,"","",,,,,,,,,,,,76,F99CE909-6AA7-453E-9B72-FB14EBF5EF67
980,1082,2019-10-23 ,2021-06-22 ,Mortality survey Carnot and Bria CAR,811510,"",,2019-09-01,2021-04-01,mortality and violence survey in Carnot and Bria  CAR.,,1,,3,185,7,1,1,,,30,1026,4,mortality carnot bria CAR,2,"",,Initially requested as intersectional Mort survey at provincial level which is led by OCA  but OCP is requestind from Epicentre to provide stratified estimates for their project catchement areas and include violence,"","",estimate mortality CMR  U5MR for prefactures of Carnot and Bria  the catchment population of OCP projects in these areas.,,2,,,,,,advocacy,1,0,"","",1,7,1,3,2,5,,1,1,3,,71,FB8D3B53-E348-41EF-8103-0C4CF27BCFDC
981,1083,2019-10-24 ,2022-07-01 ,FujiLAM Study   MSF OCG,822736,"",,2019-10-01,2021-12-01,Same as Diagnostic yield of Fujifilm TB-LAM in HIV-positive patients,,1,,26,176,8,2,1,,,26,1028,4,FujiLAM Study   MSF OCG,1,"",,"","","","",,0,,,,,,"",,1,"","",3,6,4,2,1,4,,1,8,3,1179,40,DF960446-E39C-4770-8AEF-F28BA2EB42AC
982,1084,2019-10-24 ,2022-07-15 ,FujiLAM Study   MSF OCB,822737,"",,2019-10-01,2023-12-01,Same as Diagnostic yield of Fujifilm TB-LAM in HIV-positive,,1,,26,176,8,2,1,,,26,1029,2,FujiLAM Study   MSF OCB,1,"",,"","","","",,0,,,,,,"",,1,"","",3,6,,2,1,4,,1,8,3,1179,40,31578555-7E6D-4A0A-8CD6-8A232A559C2D
983,1085,2019-10-27 ,2023-03-24 ,Determination of Adequate TUberculosis Regimen in Adults and adolescents hospitalised with HIVassociated severe immune suppression (CD4 = 100 cells/µL),823752,UG979,,2020-01-01,2024-12-01,International therapeutic trial to evaluate the impact on mortality of an intensified TB regimen druin first 2 months combining high dose of rifampicin  high dose of isoniazid and corticoids in hospitalised HIV-TB co-infected patients with less than 100CD4/mm3,,0,,37,214,1,2,1,,,80,1103,2,DATURA,4,"",,"","","","",,0,,,,,,"",,0,"","",2,6,4,,,,,,,,,40,172A61F9-EC1F-4B6E-8E3D-84CB56649FC8
984,1086,2019-10-29 ,2022-05-06 ,ICASA conference 2019,821735,"",,2019-10-01,2019-12-01,Participation à ICASA d'1 Epidemio,,1,,21,201,8,9,1,,,21,1027,4,ICASA 2019,,"",,"",Participation à conférence VIH,"","",,0,,,,,,"",,0,"","",,,,,,,,,,,,20,391A100C-850D-4A2D-A7E6-50E37992E932
985,1088,2019-11-05 ,2021-02-02 ,intersectional Epidemiology support measles DRC,814511,"",,2019-11-01,2020-11-01,Supports ongoing operations and epidemios accross 5 sections on measles surveillance in large outbreak in DRC,,1,,3,21,7,1,1,,,169,1030,4,intersectinal drc measles,4,"",,"","","","",,2,,,,,,"",0,0,"",surveillance and advce during epidemic,5,2,3,3,2,4,,1,11,1,,43,D713FA8A-6766-470C-B7D0-2018300B6666
986,1089,2019-11-08 ,2022-02-11 ,Décentralisés - Londres,80LOND,"",,2019-01-01,2021-12-01,Dépenses décentralisés Londres ,,1,,165,176,3,10,1,,,59,1173,4,"",,"",,"","","","",,0,,,,,,"",,0,"","",,,,,,,,,,,,75,1823E9E2-246E-479C-950C-756C4744E0FF
987,1090,2019-11-12 ,2021-02-02 ,EPIDEMIOLOGISTE COORDINATEUR   PLATEFORME ROUGEOLE - RDC Octobre 2019,814516,"",,2019-10-01,2020-06-01,Documenter et analyser l épidémie de rougeole en cours en RDC en termes de temps/lieu/ personnes pour guider les opérations MSF et partager avec les autorités. Produire des mis à jour de la situation de façon hebdomadaire. Missions principales : 1- Création et animation d une plateforme entre tous les épidémiologistes MSF impliqués dans la réponse à l épidémie - Coordination de cette plateforme intersections)  - Communication régulière des données (surveillance  prise en charge et couverture vaccinale des différentes ripostes MSF) et documents avec les différents épidémiologistes de chaque section. - Centralisation des données pour développer et affiner la vision globale - Représentation des différentes sections auprès des autorités pour toute question relative aux données épidémiologiques 2- Suivi des données épidémiologiques de la rougeole ainsi que des couvertures vaccinales au niveau de la RDC  - Suivi de l épidémie et des interventions et leurs résultats de couverture vaccinale sur l ensemble du pays - Suivi et intégration des résultats des différentes études de CV  immunogénicité  mortalité  (MSF et si autres) dans l analyse de l épidémie - Mise en commun des données avec le ministère de la santé - Mise en commun des données avec les autres sections de MSF / autres ONG /UN sur le terrain - Mise à disposition des analyses épidémiologiques pour mener un plaidoyer auprès des partenaires. - Présentation des études menés par Epicentre aux autorités et partenaires 3- Centralisation des données  analyses et interprétations des résultats - Compte-rendu des réunions avec les différents partenaires - Sitreps intermédiaires (hebdomadaires/bi-hebdomadaires) destinés au terrain et aux différents sièges - Rapport final 4- Mapping - Création de cartes avec données épidémiologique pour améliorer la visibilité des opérations - Collaboration avec le GIS (Geographic Information System) o Collaboration étroite avec le Map Center d OCG et/ou GIS officer de OCB  5- Contribue à la priorisation d études liée à l épidémie et la riposte: couverture vaccinale post  ,,1,,33,21,7,1,1,,,169,1043,4,Rougeole intersection 2019,,"",,"","","","",,0,,,,,,"",,0,"","",6,2,,,2,,,,,,,43,27718350-2AC1-416D-ADF8-C0A4B4029F32
988,1092,2019-12-02 ,2023-03-09 ,Enable Lassa,823741,NE919,,2020-03-01,2024-06-01,Enable Lassa Research Programme is a prospective  multi-site  cohort study aiming to access the incidence estimates of infection and disease due to LASV in west African countries (Benin  Guinea  Liberia  Nigeria  Sierra Leone). ,,0,,161,214,1,2,1,,,155,1051,2,Enable Lassa Research Programme,1,"",,There is a list of 20 partners for this study. ,Lassa,Healthy females and males = 2 years,"",,5,,,,,,"",1,1,"",This project is the precursor to the follow-up project which will be to trial Lassa Fever vaccines.,1,6,3,2,6,1,,1,3,3,,12,A151EC9E-B5AA-4F7A-AA2D-ED5D44BCBE91
989,1093,2019-12-02 ,2022-05-06 ,Acozi Kids,823769,"",,2021-01-01,2024-12-01,The aim of this project is to assess the efficacy and safety of acoziborole in all stages of g-HAT paediatric patients.  aged 1-14 years. This five-year project will include: 1. Training and preparation of clinical sites 2. Conduct a clinical trial 3. Data management and analysis 4. Access and policy implementation activities The trial will recruit 35 patients at sites in the Democratic Republic of Congo and in Guinea. The supply of equipment and training of clinical site personnel in the management of children with g-HAT  will facilitate the collection of scientific data. Resulting data will be used to inform the regulatory process and policymakers for the inclusion of acoziborole in national policies to support HAT elimination.,,0,,161,201,1,2,1,,,18,1149,2,"",1,"",,"","","","",,3,,,,,,"",1,1,Dndi,"",2,6,3,2,5,1,,1,4,4,,31,E5FA6FF2-A72F-46B5-A6E4-C8977DFD94D8
990,1094,2019-12-04 ,2023-02-09 ,Measles outbreak  Kongo Centrale  RDC  2019,811513,"",,2019-11-01,2022-09-01,Epidemiologiste en appui à OCP e-cell explo-action afin de détecter les alertes épidémiques  renforcer la surveillance épidémiologique et analyser les données d activité afin de guider les actions préventives et de réponse aux épidémies.,,1,,20,176,7,1,1,,,163,1036,4,Measles RDC 2019,,"",,"","","","",,0,,,,,,"",,0,"","",6,2,3,2,,1,,1,12,1,,43,41733C4C-8F21-41DE-9B2F-2896A85A94E8
991,1095,2019-12-04 ,2022-04-26 ,Payroll2021,800021,"",,2020-01-01,2021-12-01,Salaires Epicentre support (non coût OP et non affectés projets),,0,,130,176,3,5,1,,,194,1132,4,Payroll2021,,"",,"","","","",,0,,,,,,"",0,0,"","",,,,,,,,,,,,78,20FB1FE5-4C78-4BB4-94BA-A805AF8DA111
992,1096,2019-12-05 ,2021-05-11 ,Antibiotic prescription practices - GARDP 823687- NIGER,823738,NE967,,2019-04-01,2021-06-01,Etude quantitative et qualitative visant à décrire les pratiques de prescriptions des antibiotiques en pédiatrie  les gaps et les améliorations nécessaires. En collaboration avec GARDP et DnDI,,1,,11,161,1,2,1,,,11,1035,4,GARDP-Niger,4,"",,"","","","",,0,,,,,,"",1,0,GARDP,"",2,6,3,2,1,1,,3,10,4,827,2,F0E1F97D-76CE-4293-9FDA-450DE4E00510
993,1097,2019-12-27 ,2021-01-18 ,Support à l amélioration de la qualité des outils de collecte et centralisation des données du PUC,832158,"",,2020-01-01,2020-12-01,Améliorer la qualité et l archivage des futures données médicales et épidémiologiques du PUC:  Evaluer le système d archivage des données actuellement en utilisation au PUC  Sur base de cette évaluation:  - Améliorer les outils existants afin de les rendre plus robustes et moins sujets aux erreurs les plus fréquentes - Proposer un nouvel outil de collecte et centralisation de données approprié aux besoins du PUC  Proposer des outils d analyses simples et robustes  semi-automatisés  pour compiler  nettoyer et visualiser les données dans un délai utile aux équipes de terrain (si nécessaire  adapter le dashboard). ,,1,,116,161,1,9,1,,,116,1070,4,Support données PUC,2,"",,"",Focus cholera et rougeole,"","",,1,,,,,,"",0,0,"","",5,6,4,2,2,1,,1,12,2,,1,C8CC366A-246C-4CAA-9C9C-8AF24BEA94A1
994,1098,2020-01-03 ,2021-02-02 ,Hepatitis E Vaccine in Namibia,TMP_944f6b40-c888-47ad-b47f-45f3a2509778,"",,2020-01-01,2020-12-01,This contains the estimated budget for hepatitis E vaccine vaccine effectivness and saftey studies in Namibia. It contains resources for both the VE and immunogenicity studies in addition to minimal resources for adverse events follow-up. Vaccine delivery related costs are NOT included.,,1,,165,21,8,2,1,,,62,,4,Hepatitis E Vaccine in Namibia,4,"",,"","","","",,0,,,,,,"",,0,"","",,,,,,,,,,,,17,9AD220A1-8D27-4F42-A71A-78E9546DBB6F
995,1099,2020-01-03 ,2020-06-16 ,Data hosting ,832152,"",,2020-01-01,2020-12-01,Data hosting for OCA TB project ,,1,,165,130,1,9,1,,,155,1037,4,Data hosting ,1,"",,"","","","",,0,,,,,,"",,0,"","",2,6,4,2,6,5,,4,10,6,,40,21FB3C33-1832-408B-8210-197E2CD71966
996,1100,2020-01-07 ,2021-01-22 ,Surveillance intersection méningite / rougeole Niger 2020,814530,"",,2020-01-01,2020-12-01,Coordination intersection de la surveillance épidémiologique pour la méningite et la rougeole au Niger. ,,1,,39,176,1,1,1,,,39,1071,4,Surveillance méningite Niger 2020,2,"",,"","","","",,2,,,,,,"",0,0,"","",5,2,3,2,1,2,,1,12,1,,24,CA4DC3FA-61B1-428A-8503-D8573C8F6EF6
997,1101,2020-01-08 ,2021-01-12 ,Mali  Dépistage cancer du sein - Mapping et circuit des données - TIC via OCP,811514,"",,2020-01-01,2020-06-01,dans le but de mettre en place un système informatisé pour le suivi des femmes venant pour un dépistage du cancer du col et du sein  on propose de réaliser d abord un mapping des données de dépistage du cancer du col et du sein,,1,,21,176,8,1,1,,,21,1040,4,Cancer du sein - Mali,4,"",,"","","","",,0,,,,,,"",0,0,"","",1,6,4,2,1,4,,1,13,1,,49,8E2D2709-BBFA-4526-876E-9A5551D5E86E
998,1102,2020-01-17 ,2021-02-02 ,Best Practices R programming for field epidemiology tools,811515,"",,2019-10-01,2020-09-01,Establish best practices for R programs to improve sharing of programs among programmers and encoders as well as usability of products by end users of databases  automated reports and dashboards ,,1,,3,21,7,1,1,,,3,1042,4,R best practices,4,"",,"",improving harmonization  usability and interchangeability of epi tools,"",epidemiologists who will then apply findings to improve tools and practices to support any and all populations MSF/Epicentre serves,,1,,,,,,currently difficult to handover or share ongoing work among inhouse R programmers. Similarly  at field level it is sometimes difficult to run programs for data analysis ,0,0,"","",7,6,4,4,1,5,,4,10,6,,75,4C2DCC65-309C-4419-B062-5091B907AAEE
999,1103,2020-01-23 ,2021-02-22 ,TB Screening and Treating in Chichiri prison  Malawi. ,832153,"",,2020-01-01,2021-01-01,This is a prospective study to assess the feasibility of implementing a comprehensive package of services aimed at improving screening for and treatment of TB infection and disease at Chichiri prison.,,1,,142,161,8,9,1,,,142,1045,4,TB prison Malawi,4,"",,"","","","",,0,,,,,,"",0,0,"","",2,6,4,2,2,4,,1,5,2,,40,B932D636-EC74-43E4-A461-64FBACCB781B
1000,1104,2020-02-10 ,2022-09-30 ,Lessons Learned From Adjumani,811518,"",,2020-01-01,2023-12-01,Recap of lessons learned from the surveys conducted in Adjumani  Uganda in 2014.,,1,,84,176,7,1,1,,,84,1047,2,Lessons Learned Adjumani,4,"",,"","","","",,2,,,,,,learn lessons from interventions in camps and PCV carriage study,0,0,"",lessons learnt from several epi interventions in Adjoumani  Uganda  improve surveys  surveillance  carriage studies  lab,7,6,1,,5,5,,4,10,4,,75,ABCAE971-7CB6-47C7-9DBE-2390BC60BF05
1001,1105,2020-02-21 ,2022-09-06 ,Focal Point support cell 2,811519,"",,2020-01-01,2023-12-01,Epicentre focal point support to cell 2 OCP,,1,,3,176,7,1,1,,,30,1048,2,Focal point support Cell 2,1,"",,"",may include surveys  surveillance  design  analysis  research  TORs  link to Epicentre,"",epi support to desk  several countries  projects  general ,,1,,,,,,general epi support to cell 2,0,1,"",provide direct epidemiological support to Cell 2  on any/all projects as well as general advice  support and links to Epicentre,7,7,,4,2,5,,4,10,4,,77,487FB804-8461-4105-92EE-572FBD9516B9
1002,1106,2020-02-21 ,2021-11-24 ,Epidemiological support to Emergency mission in Burkina Faso,811520,"",,2020-02-01,2021-04-01,epidemiological support to emergency dpt OCP for explo and program in Burkina Faso  relating to displaced populations,,1,,3,165,7,1,1,,,20,1049,4,Burkina Faso IDPs,4,"",,"",support to explo to determine health status and map epi risks  propose intervention sites and types,"",displaced at border with Mali,,3,,,,,,"",0,0,"","",6,1,1,1,2,4,,3,12,4,,70,B30A9D5C-7146-4384-85F4-237B72FCFE59
1003,1107,2020-02-21 ,2021-02-02 ,Intersectional epidemiology support for measles epidemic RCA,814521,"",,2020-02-01,2020-12-01,provide epidemiological support to all sections present on measles epidemic in RCA,,1,,3,21,7,1,1,,,30,1052,4,intersectional epi measles RCA,4,"",,"","",surveillance  all ages,national population surveillancy  all included,,2,,,,,,"",0,0,"","",5,2,3,3,2,4,,1,12,4,,43,0BD07CDC-B3E8-43BA-A890-950022419469
1004,1108,2020-02-21 ,2021-02-01 ,Intersectional epidemiology support for surveillance and measles epidemic   Chad,814522,"",,2020-02-01,2021-02-01,provide epidemiological support to all sections present for measles epidemic in Chad,,1,,3,176,7,1,1,,,3,1053,4,intersectional epi measles Chad,4,"",,"",also reinforce general surveillance for other pathologies,all ages affected by measles and other morbidities under surveillance,"",,2,,,,,,"",0,0,"","",5,2,4,2,2,4,,1,12,4,,43,7E89AFA1-2712-4433-A896-4C03EE10B3B9
1005,1110,2020-02-26 ,2021-06-24 ,Faisabilité et acceptabilité d un protocole d anesthésie générale sans opioïdes pour les patients bénéficiant d une laparotomie à l hôpital de Sica en 2020,821740,"",,2020-02-01,2021-03-01,Documentation de la mise en place de la technique d'AG sans opioïdes en per-opératoire et réduction de d'opioïdes en post-op. (Opioïd Free Anesthesia),,1,,21,176,8,2,1,,,89,1050,4,OFA,4,"",,"","","","",,0,,,,,,"",1,0,"","",6,,3,2,1,1,,3,5,3,,64,149E3EB4-C0FD-4415-B3A4-759BCDCB8B7C
1006,1111,2020-03-03 ,2022-08-31 ,HPV vaccination coverage survey  Malawi,811523,"",,2020-02-01,2023-07-01,HPV vaccination coverage survey for Blantyre and Chiradzulu following MSF supported mass vaccination campaign,,1,,3,201,7,1,1,,,168,1054,2,HPV VCS Malawi,2,"",,"","","","",,1,,,,,,Evaluation of program,1,0,"",program evaluation,4,7,4,2,1,4,,1,1,3,,73,24E976EF-9FF2-4185-B010-C5BE15FCC1BD
1007,1112,2020-03-09 ,2021-01-28 ,Corona training WFP  2020,TMP_f839586e-b985-40be-9890-fdeabc896406,"",,2020-03-01,2020-04-01,1 day training for WFP staff ,,1,,40,40,9,3,1,,,40,,4,WFP training,,"",,"","","","",,0,,,,,,"",0,0,"","",,,,,,,,,,,,82,DA8056E1-D146-46A0-BCED-B4CAFAA63759
1008,1113,2020-03-11 ,2022-05-02 ,E CARE RCA,831154,"",,2020-01-01,2022-01-01,Evaluation amélioration qualité soins avant et aprés mise en place ECARE,,1,,30,176,8,9,1,,,21,1055,1,ECARE RCA,4,"",,"","","","",,0,,,,,,"",1,0,"","",2,6,3,2,1,4,,3,9,3,1067,60,BF64626A-3144-4BA0-8B61-39595F18CC90
1009,1114,2020-03-12 ,2021-02-02 ,COVID19 - Epi support Italy,812524,"",,2020-03-01,2020-07-01,To document and analyse the ongoing coronavirus epidemic in Italy/Lombardy in terms of time/place/persons to support and guide MSF IPC activities. Produce daily updates on the epi-situation.,,1,,169,21,7,1,1,,,169,1057,4,CoronaItaly,4,"",,"","","","",,1,,,,,,"",0,0,"",Epidemic description to guide MSF IPC activities in health and other structures to support MoH under pressure by epidemic,5,2,4,2,2,4,,1,12,1,,82,74006080-8999-48BE-AD81-1BCF5D782D35
1010,1115,2020-03-16 ,2023-02-09 ,Smartphone-based strategies to improve diagnostic and case management of cervical cancer screening using Visual Inspection of the Cervix under Acetic Acid (VIA)  Blantyre  Malawi ,821742,"",,2020-03-01,2022-12-01,Assessment of the efficacy and feasibility of a smartphone-based VIA training and mentoring programme under routine conditions and assess it potential impact on the project population.,,1,,21,176,8,2,1,,,28,1056,4,Smartphone-based mentorship and training for VIA/cervical cancer screening ,4,"",,"",Dépistage cancer du col par VIA et mentoring à distance par photo,"","",,0,,,,,,"",0,0,"","",3,6,4,2,2,4,,1,9,2,,49,4F7991D5-987D-4B41-99E4-6686E0B0AE8D
1011,1116,2020-03-17 ,2020-05-06 ,Formation PAM ,843187,"",,2020-03-01,2020-03-01,Formation PAM sur le coronavirus ,,1,,165,40,9,3,1,,,40,1058,4,Formation PAM,1,"",,On line training,"","","",,4,1,,,0,0,"",0,0,"","",7,2,,2,1,5,,,,,,82,F94EDC23-269E-421F-811C-C7CB73EF6E44
1012,1117,2020-03-19 ,2021-11-29 ,COVID19 - Epi support to the e-desk OCP,831155,"",,2020-03-01,2021-04-01,Support épidémiologique aux opérations OCP concernant le COVID19,,1,,165,165,8,9,1,,,166,1059,4,Support Epidémio COVID OCP,,"",,"","","","",,0,,,,,,"",0,1,"","",5,2,4,2,1,4,,1,12,2,,82,A6680E9E-DD6F-4259-9C27-0A25DC2B569D
1013,1118,2020-03-19 ,2021-01-26 ,Coronavirus Surveillance in Niger,820743,"",,2020-03-01,2021-03-01,Appui au CERMES pour la surveillance au Covid19,,0,,161,176,1,2,1,,,39,1060,4,"",,"",,"","","","",,0,,,,,,"",,0,"","",,,,,,,,,,,,82,6026A201-A617-44C1-AA9E-AB0E6A9943E6
1014,1119,2020-03-23 ,2020-08-28 ,COVID19 - Epi support  Mission France - OCP,811532,"",,2020-03-01,2020-09-01,Compile/provide corona-virus surveillance information  create/follow related clinical database for Mission France,,1,,3,165,7,1,1,,,52,1075,4,Covid Mission France,4,"",,"",Covid19,"",homeless,,2,,,,,,extension of Mission France activities due to Corona virus outbreak,0,0,"","",5,2,4,4,2,4,,1,12,1,,82,B4A2994F-D2B2-4C15-ADB1-33ADFCB4E306
1015,1120,2020-03-25 ,2021-02-02 ,Couverture vaccinale Rougeole  Kyabe  Tchad,811525,"",,2020-03-01,2020-06-01,measles vaccination coverage survey post MSF mass vaccination in Kyabe  Tchad,,1,,3,21,7,1,1,,,30,1061,4,CV Kyabe,4,"",,"","","","",,-4,,,,,,"",1,0,"","",4,2,4,2,1,4,,1,1,3,,43,97410958-68A7-4DAF-B5D3-F8C37989E318
1016,1121,2020-03-25 ,2023-01-31 ,COVID19 - Clinical DataBase for monitoring of patients,811526,"",,2020-03-01,2023-06-01,Création et implémentation d'une base de données cliniques des patients Covid-19,,1,,21,176,8,1,1,,,21,1062,2,Covid-19 CDB,1,"",,"","","","",,0,,,,,,"",1,1,"","",1,2,4,4,1,,,4,10,6,,82,834D0A38-BB16-46AC-9D29-819B6C02AD81
1017,1122,2020-03-26 ,2021-02-02 ,COVID-19 - Epi support Burkina Faso,831156,"",,2020-03-01,2020-12-01,Burkina Faso Support COVID19 OCP,,1,,165,21,8,9,1,,,20,1063,4,Burkina Faso Support COVID19,4,"",,"","","","",,0,,,,,,"",0,0,"","",5,2,4,3,2,4,,1,12,2,,82,9B988550-3D19-48F9-BA32-9C3BC3770AC9
1018,1123,2020-03-26 ,2022-10-11 ,COVID19 - Intersectional surveillance coordination - 46 countries,814527,"",,2020-03-01,2023-12-01,Suivi de l'épidémie COVID19 Intersection,,1,,165,176,7,1,1,,,151,1064,2,SUIVI EPIDEMIE COVID19 INTERSECT,1,"",,"","","","",,0,,,,,,"",0,0,"","",5,2,,2,2,4,,1,12,2,,82,5C2EF7C8-5B30-4158-8044-E98C5576F540
1019,1124,2020-03-26 ,2021-01-28 ,Dépenses exceptionnelles COVID-19,800018,"",,2020-03-01,2020-12-01,Dépenses exceptionnelles d'adaptation de la structure à la situation COVID-19,,0,,164,176,3,5,1,,,173,1065,4,80-COVID-19,,"",,"","","","",,0,,,,,,"",,0,"","",7,,,,,,,,,,,78,79E8128D-F219-4670-8440-75CA42D33DD5
1020,1125,2020-03-30 ,2023-02-09 ,COVID19 -  Epi support OCG ,832157,"",,2020-03-01,2022-12-01,Support COVID19 OCG ,,1,,165,176,8,9,1,,,62,1066,4,Support COVID19 OCG ,1,"",,"","","","",,0,,,,,,"",0,0,"","",5,2,4,2,2,4,,4,10,6,,82,B1495991-14EF-4DB5-BF57-B9FB16DC2396
1021,1126,2020-03-30 ,2021-11-23 ,COVID19 - Intersectional Epi support DRC,811528,"",,2020-03-01,2021-11-01,RDC suivi épidemio COVID19 ,,1,,165,165,7,1,1,,,170,1067,4,RDC suivi épidemio COVID19 ,2,"",,"","","","",,0,,,,,,"",0,0,"","",5,2,4,2,1,4,,1,12,1,,82,BEA7EA95-0AE9-4FFE-B94F-F3A672745F5E
1022,1127,2020-03-30 ,2022-05-04 ,Case-Area Targeted Intervention to contain or shorten the duration of cholera outbreaks,822744,"",,2020-02-01,2022-03-01,Case-Area Targeted Intervention to contain or shorten the duration of cholera outbreaks - preparation  developpement protocole  developement protocole RDC et Cameroun,,1,,165,176,8,2,1,,,166,1068,4,Case AREA TARGETED INTERVENTIIO,,"",,"","","","",,0,,,,,,"",,0,"","",6,2,,,,,,,,,,6,32423AF7-868B-4C29-8A30-8B5C2FCB4361
1023,1128,2020-04-01 ,2022-05-11 ,Cholera surveillance data analysis in Yemen,811529,"",,2020-03-01,2021-07-01,Cholera surveillance data analysis in Yemen,,1,,165,176,7,1,1,,,141,1069,4,Cholera SURV DATA ANALYS YEMEN,2,"",,"","","","",,0,,,,,,"",0,0,"","",5,2,1,3,2,4,,1,12,1,,6,735363E6-3B62-468E-95C2-7BBE8EEFEF6F
1024,1129,2020-04-13 ,2020-12-29 ,Ongoing landscape review of Covid treatment trials,821750,"",,2020-04-01,2020-12-01,Ongoing landscape review of planned and ongoing trials for the prophylaxis and treatment of COVID-19,,1,,39,161,1,2,1,,,39,1100,4,Covid treatment trials landscape review,1,"",,"","","","",,1,,,,,,"",0,0,"","",2,2,4,2,1,1,,4,6,6,,82,0418AE4B-1BB2-4271-8598-AB574F1CAFCF
1025,1130,2020-04-14 ,2022-08-31 ,Evaluation of the DSDM model in Fishermen's Landing Sites - Kasese - Uganda - OCP,811531,"",,2020-04-01,2023-12-01,Acceptability  feasibiity of the new DSDM model among HIV positive fishing communities in Kasese  Uganda.,,1,,28,201,8,1,1,,,28,1074,2,DSDM Kasese,4,"",,"","","","",,0,,,,,,"",1,0,"","",6,6,4,2,1,1,,3,9,1,,20,98F18729-EB62-4FA4-BD5A-055FF9CE05DB
1026,1131,2020-04-20 ,2023-01-31 ,COVID19 - Epi general support OCP ,811533,"",,2020-03-01,2022-12-01,Through this project we will be providing general epidemiological support to OCP. There might be other projects that complement this one focusing on specific projects for a country or a mission.,,1,,24,176,7,1,1,,,33,1077,4,COVID19 - Epi support OCP,1,"",,"","","","",,0,,,,,,"",0,0,"","",5,2,,2,2,4,,4,10,6,,82,37ED205B-3B44-46A6-ACC6-92F92F43E6DD
1027,1132,2020-04-22 ,2022-06-30 ,Support CoViD-19 - OCBa,832159,"",,2020-03-01,2022-01-01,Support épidémiologique pour OCBa - spécifique pour le CoViD-19,,1,,21,176,8,9,1,,,138,1076,4,Support CoViD-19 - OCBa,1,"",,"","","","",,0,,,,,,"",0,1,"","",5,2,,2,2,4,,4,10,6,,82,6D0C601A-2A73-4432-940D-F98ABA10C6A7
