rownames,axe1_analytical_section_id,created,modified,code,created_by_id,last_modification_by_id,text_fr,text_en
1009,1014,2019-07-01 ,2019-07-01 ,823729,60,60,Essai vaccinal J&J dans la province du Nord-Kivu,Essai vaccinal J&J dans la province du Nord-Kivu
1010,1015,2019-07-11 ,2019-07-11 ,821730,165,165,préparation essai vaccinal J&J Nord Kivu ,préparation essai vaccinal J&J Nord Kivu 
1011,1016,2019-07-24 ,2019-07-24 ,811505,165,165,Measles vaccination Coverage Survey  Chari Baguirmi,Measles vaccination Coverage Survey  Chari Baguirmi
1012,1017,2019-08-28 ,2019-08-28 ,812506,60,60,Ecare evaluation (TIC XMT20),Ecare evaluation (TIC XMT20)
1013,1018,2019-09-02 ,2019-09-02 ,843181,165,165,Réponse aux épidémies en Haiti  OMS  2019,Réponse aux épidémies en Haiti  OMS  2019
1014,1019,2019-09-06 ,2019-09-06 ,811507,165,165,Community nut/mort surveillance Herat  Afghanistan,Community nut/mort surveillance Herat  Afghanistan
1015,1020,2019-09-30 ,2019-09-30 ,822731,165,165,Literature review EMDR/Honduras,Literature review EMDR/Honduras
1016,1021,2019-10-01 ,2019-10-01 ,821732,165,165,Diagnostic yield of Fujifilm TB-LAM in HIV-positive patients ,Diagnostic yield of Fujifilm TB-LAM in HIV-positive patients 
1017,1022,2019-10-14 ,2019-10-14 ,821733,165,165,Outcome of cervical precancer treatment by thermo-ablation in a VIA-based  screen and treat  programme in 2 Malawi health districts supported by MSF.,Outcome of cervical precancer treatment by thermo-ablation in a VIA-based  screen and treat  programme in 2 Malawi health districts supported by MSF.
1018,1023,2019-10-18 ,2019-10-18 ,811508,165,165,Vaccination Coverage  Bodo  logone oriental,Vaccination Coverage  Bodo  logone oriental
1019,1024,2019-10-21 ,2019-10-21 ,822734,165,165,Analyse des données du Test & Treat  Yambio  Sud Soudan pour publication,Analyse des données du Test & Treat  Yambio  Sud Soudan pour publication
1020,1025,2019-10-21 ,2019-10-21 ,812509,165,165,Surveillance épidémiologique  OCBa ,Surveillance épidémiologique  OCBa 
1021,1026,2019-10-23 ,2019-10-23 ,811510,165,165,Mortality survey Carnot and Bria CAR,Mortality survey Carnot and Bria CAR
1022,1027,2019-10-29 ,2019-10-29 ,821735,165,165,ICASA conference 2019,ICASA conference 2019
1023,1028,2019-10-29 ,2019-10-29 ,822736,165,165,Diagnostic yield of Fujifilm TB-LAM - OCG,Diagnostic yield of Fujifilm TB-LAM - OCG
1024,1029,2019-10-29 ,2019-10-29 ,822737,165,165,Diagnostic yield of Fujifilm TB-LAM - OCB,Diagnostic yield of Fujifilm TB-LAM - OCB
1025,1030,2019-11-07 ,2019-11-07 ,814511,165,165,intersectional Epidemiology support measles DRC,intersectional Epidemiology support measles DRC
1026,1031,2019-11-08 ,2019-11-08 ,800017,165,165,80LOND ,80LOND 
1027,1032,2019-11-21 ,2019-11-21 ,841182,165,165,RepEpi Tchad  OCP  2020,RepEpi Tchad  OCP  2020
1028,1033,2019-11-21 ,2019-11-21 ,844183,165,165,PSP  Calafell  2020,PSP  Calafell  2020
1029,1034,2019-11-28 ,2019-11-28 ,811512,130,130,investigation épidémie de Choléra Lubumbachi RDC,investigation épidémie de Choléra Lubumbachi RDC
1030,1035,2019-12-05 ,2019-12-05 ,823738,165,165,Antibiotic prescription practices - GARDP 823687- NIGER,Antibiotic prescription practices - GARDP 823687- NIGER
1031,1036,2019-12-31 ,2019-12-31 ,811513,165,165,Measles outbreak  Kongo Centrale  RDC  2019,Measles outbreak  Kongo Centrale  RDC  2019
1032,1037,2020-01-03 ,2020-01-03 ,832152,165,165,Data hosting ,Data hosting 
1033,1038,2020-01-07 ,2020-01-07 ,844184,165,165,PSP  Dakar  2020,PSP  Dakar  2020
1034,1039,2020-01-07 ,2020-01-07 ,842185,165,165,Réponse aux Urgences et Epidémies  OCA India  2020,Réponse aux Urgences et Epidémies  OCA India  2020
1035,1040,2020-01-08 ,2020-01-08 ,811514,165,165,Mali  Dépistage cancer du sein - Mapping et circuit des données - OCP,Mali  Dépistage cancer du sein - Mapping et circuit des données - OCP
1036,1041,2020-01-13 ,2020-01-13 ,821739,165,165,endTB-Q Evaluating Newly Approved Drugs in Combination Regimens for Multidrug-Resistant TB with Fluoroquinolone Resistance,endTB-Q Evaluating Newly Approved Drugs in Combination Regimens for Multidrug-Resistant TB with Fluoroquinolone Resistance
1037,1042,2020-01-17 ,2020-01-17 ,811515,165,165,Best Practices R programming for field epidemiology tools,Best Practices R programming for field epidemiology tools
1038,1043,2020-01-23 ,2020-01-23 ,814516,165,165,EPIDEMIOLOGISTE COORDINATEUR   PLATEFORME ROUGEOLE - RDC Octobre 2019,EPIDEMIOLOGISTE COORDINATEUR   PLATEFORME ROUGEOLE - RDC Octobre 2019
1039,1044,2020-01-23 ,2020-01-23 ,811517,165,165,VC survey protocol-template in french for submission MSF ERB,VC survey protocol-template in french for submission MSF ERB
1040,1045,2020-01-23 ,2020-01-23 ,832153,165,165,TB Screening and Treating in Chichiri prison  Malawi. ,TB Screening and Treating in Chichiri prison  Malawi. 
1041,1046,2020-02-05 ,2020-02-05 ,844186,165,165,Responding to Epidemics  Eng  2020,Responding to Epidemics  Eng  2020
1042,1047,2020-02-24 ,2020-02-24 ,811518,165,165,Lessons Learned From Adjumani,Lessons Learned From Adjumani
1043,1048,2020-02-24 ,2020-02-24 ,811519,165,165,Focal Point support cell 2,Focal Point support cell 2
1044,1049,2020-02-24 ,2020-02-24 ,811520,165,165,Epidemilogical support to Emergency mission in Burkina Faso,Epidemilogical support to Emergency mission in Burkina Faso
1045,1050,2020-02-27 ,2020-02-27 ,821740,165,165,Faisabilité et acceptabilité d un protocole d anesthésie générale sans opioïdes pour les patients bénéficiant d une laparotomie à l hôpital de Sica en 2020,Faisabilité et acceptabilité d un protocole d anesthésie générale sans opioïdes pour les patients bénéficiant d une laparotomie à l hôpital de Sica en 2020
1046,1051,2020-02-28 ,2020-02-28 ,823741,165,165,CEPI Lassa - Data Management,CEPI Lassa - Data Management
1047,1052,2020-03-03 ,2020-03-03 ,814521,165,165,Intersectional epidemiology support for measles epidemic RCA,Intersectional epidemiology support for measles epidemic RCA
1048,1053,2020-03-03 ,2020-03-03 ,814522,165,165,Intersectional epidemiology support for surveillance and measles epidemic   Chad,Intersectional epidemiology support for surveillance and measles epidemic   Chad
1049,1054,2020-03-03 ,2020-03-03 ,811523,165,165,HPV vaccination coverage survey  Malawi,HPV vaccination coverage survey  Malawi
1050,1055,2020-03-16 ,2020-03-16 ,831154,165,165,E CARE RCA,E CARE RCA
1051,1056,2020-03-17 ,2020-03-17 ,821742,165,165,Smartphone-based strategies to improve diagnostic and case management of cervical cancer screening using Visual Inspection of the Cervix under Acetic Acid (VIA)  Blantyre  Malawi ,Smartphone-based strategies to improve diagnostic and case management of cervical cancer screening using Visual Inspection of the Cervix under Acetic Acid (VIA)  Blantyre  Malawi 
1052,1057,2020-03-17 ,2020-03-17 ,812524,165,165,Coronavirus in Italy field epidemiology,Coronavirus in Italy field epidemiology
1053,1058,2020-03-17 ,2020-03-17 ,843187,165,165,Formation PAM ,Formation PAM 
1054,1059,2020-03-19 ,2020-03-19 ,831155,165,165,Support Epidémio COVID OCP ,Support Epidémio COVID OCP 
1055,1060,2020-03-19 ,2020-03-19 ,820743,161,161,Coronavirus Surveillance in Niger,Coronavirus Surveillance in Niger
1056,1061,2020-03-25 ,2020-03-25 ,811525,165,165,Coverture vaccinale Rougeole  Kyabe  Tchad,Coverture vaccinale Rougeole  Kyabe  Tchad
1057,1062,2020-03-25 ,2020-03-25 ,811526,165,165,Covid-19 Clinical DataBase for monitoring,Covid-19 Clinical DataBase for monitoring
1058,1063,2020-03-26 ,2020-03-26 ,831156,165,165,Burkina Faso Support COVID19,Burkina Faso Support COVID19
1059,1064,2020-03-26 ,2020-03-26 ,814527,165,165,Suivi de l'épidémie COVID19 Intersection,Suivi de l'épidémie COVID19 Intersection
1060,1065,2020-03-26 ,2020-03-26 ,800018,165,165,Dépenses exceptionnelles COVID-19,Dépenses exceptionnelles COVID-19
1061,1066,2020-03-30 ,2020-03-30 ,832157,165,165,Support COVID19 OCG ,Support COVID19 OCG 
1062,1067,2020-03-30 ,2020-03-30 ,811528,165,165,RDC suivi épidemio COVID19 ,RDC suivi épidemio COVID19 
1063,1068,2020-03-30 ,2020-03-30 ,822744,165,165,Case-Area Targeted Intervention to contain or shorten the duration of cholera outbreaks,Case-Area Targeted Intervention to contain or shorten the duration of cholera outbreaks
1064,1069,2020-04-01 ,2020-04-01 ,811529,165,165,Cholera surveillance data analysis in Yemen,Cholera surveillance data analysis in Yemen
1065,1070,2020-04-02 ,2020-04-02 ,832158,161,161,Support à l amélioration de la qualité des outils de collecte et centralisation des données du PUC,Support à l amélioration de la qualité des outils de collecte et centralisation des données du PUC
1066,1071,2020-04-02 ,2020-04-02 ,814530,161,161,Surveillance intersection méningite / rougeole Niger 2020,Surveillance intersection méningite / rougeole Niger 2020
1067,1072,2020-04-02 ,2020-04-02 ,821745,161,161,PK sub study of endTB clinical trial Evaluating Newly approved Drugs for multidrug-resistant TB,PK sub study of endTB clinical trial Evaluating Newly approved Drugs for multidrug-resistant TB
1068,1073,2020-04-02 ,2020-04-02 ,844188,165,165,PSP  Mandres  2020,PSP  Mandres  2020
1069,1074,2020-04-14 ,2020-04-14 ,811531,165,165,Evaluation of the DSDM model in Fishermen's Landing Sites - Kasese - Uganda - OCP,Evaluation of the DSDM model in Fishermen's Landing Sites - Kasese - Uganda - OCP
1070,1075,2020-04-15 ,2020-04-15 ,811532,165,165,COVID19 - Epi support  Mission France - OCP,COVID19 - Epi support  Mission France - OCP
1071,1076,2020-04-22 ,2020-04-22 ,832159,165,165,Support CoViD-19 - OCBa,Support CoViD-19 - OCBa
1072,1077,2020-04-29 ,2020-04-29 ,811533,165,165,COVID19 - Epi general support OCP ,COVID19 - Epi general support OCP 
1073,1078,2020-04-29 ,2020-04-29 ,812534,165,165,Feasibility of integration of verbal autopsy in retrospective survey,Feasibility of integration of verbal autopsy in retrospective survey
1074,1079,2020-04-30 ,2020-04-30 ,831160,161,161,STACOV,STACOV
1075,1080,2020-05-11 ,2020-05-11 ,842189,165,165,Repepi Ecole des urgences,Repepi Ecole des urgences
1076,1081,2020-05-13 ,2020-05-13 ,811535,165,165,Support COVID Tchad,Support COVID Tchad
1077,1082,2020-05-13 ,2020-05-13 ,832161,165,165,Lung Point-of-care ultrasound (POC-US) in an home-based care setting for patients with COVID-19 in Italy,Lung Point-of-care ultrasound (POC-US) in an home-based care setting for patients with COVID-19 in Italy
1078,1083,2020-05-19 ,2020-05-19 ,832162,165,165,Support COVID Afrique de l'ouest ,Support COVID Afrique de l'ouest 
1079,1084,2020-05-19 ,2020-05-19 ,831163,165,165,Support COVID OCP RDC ,Support COVID OCP RDC 
1080,1085,2020-05-19 ,2020-05-19 ,831164,165,165,Support COVID Mali,Support COVID Mali
1081,1086,2020-05-19 ,2020-05-19 ,811536,165,165,Mission COVID Afghanistan ,Mission COVID Afghanistan 
1082,1087,2020-05-19 ,2020-05-19 ,811537,165,165,Enquete de séroprévalence COVID Mission France ,Enquete de séroprévalence COVID Mission France 
1083,1088,2020-05-19 ,2020-05-19 ,832165,165,165,Support COVID Afrique du Sud ,Support COVID Afrique du Sud 
1084,1089,2020-05-19 ,2020-05-19 ,831166,165,165,Clinical DataBase support Burkina Faso ,Clinical DataBase support Burkina Faso 
1085,1090,2020-05-19 ,2020-05-19 ,831167,165,165,Support COVID Nigeria Explo,Support COVID Nigeria Explo
1086,1091,2020-05-20 ,2020-05-20 ,814538,165,165,Evaluation of a Lung Ultrasound score in COVID-19 positive patients ,Evaluation of a Lung Ultrasound score in COVID-19 positive patients 
1087,1092,2020-05-22 ,2020-05-22 ,811539,165,165,Evaluation of telecounselling accross MHPSS projects,Evaluation of telecounselling accross MHPSS projects
1088,1093,2020-05-25 ,2020-05-25 ,824746,161,161,Laboratory Maradi,Laboratory Maradi
1089,1094,2020-05-25 ,2020-05-25 ,823747,161,161,Laboratory Maradi - PCR,Laboratory Maradi - PCR
1090,1095,2020-05-27 ,2020-05-27 ,824748,161,161,Multicentric double-blind randomized controlled trial of antivenoms for snakebite,Multicentric double-blind randomized controlled trial of antivenoms for snakebite
1091,1096,2020-06-22 ,2020-06-22 ,832168,161,161,Provisoire - Support Niger Covid 2020,Provisoire - Support Niger Covid 2020
1092,1097,2020-06-24 ,2020-06-24 ,820749,161,161,PCR Maradi,PCR Maradi
1093,1098,2020-07-02 ,2020-07-02 ,811540,165,165,Support COVID RCA,Support COVID RCA
1094,1099,2020-07-02 ,2020-07-02 ,811541,165,165, Surveillance Nutrition Tchad 2020-2021, Surveillance Nutrition Tchad 2020-2021
1095,1100,2020-07-06 ,2020-07-06 ,821750,161,161,Ongoing landscape review of Covid treatment trials,Ongoing landscape review of Covid treatment trials
1096,1101,2020-07-06 ,2020-07-06 ,822751,161,161,Transparent Facial Orthosis (TFO) for patients with burns of the face and neck,Transparent Facial Orthosis (TFO) for patients with burns of the face and neck
1097,1102,2020-07-08 ,2020-07-08 ,832169,165,165,  Provision of oral pre-exposure prophylaxis (PrEP) for HIV prevention among HIV-negative female sex workers (FSW) and Men who have Sex with Men (MSM) in Tete and Beira  Mozambique ,  Provision of oral pre-exposure prophylaxis (PrEP) for HIV prevention among HIV-negative female sex workers (FSW) and Men who have Sex with Men (MSM) in Tete and Beira  Mozambique 
1098,1103,2020-07-08 ,2020-07-08 ,823752,161,161,Determination of Adequate TUberculosis Regimen in Adults and adolescents hospitalised with HIVassociated severe immune suppression (CD4 = 100 cells/µL),Determination of Adequate TUberculosis Regimen in Adults and adolescents hospitalised with HIVassociated severe immune suppression (CD4 = 100 cells/µL)
1099,1104,2020-07-09 ,2020-07-09 ,830170,161,161,Support Staff Covid Niger,Support Staff Covid Niger
1100,1105,2020-07-09 ,2020-07-09 ,830171,161,161,Support IP Dakar,Support IP Dakar
1101,1106,2020-07-09 ,2020-07-09 ,820753,161,161,Pharmalys,Pharmalys
1102,1107,2020-07-21 ,2020-07-21 ,834172,165,165,2020 RDC Equateur Maladie à Virus Ebola MSF OCP,2020 RDC Equateur Maladie à Virus Ebola MSF OCP
1103,1108,2020-07-21 ,2020-07-21 ,811542,165,165,Séroprévalence COVID19 en population à Aden,Séroprévalence COVID19 en population à Aden
1104,1109,2020-07-21 ,2020-07-21 ,811543,165,165,Protocole general séroprévalence COVID19 chez les personnels de santé ,Protocole general séroprévalence COVID19 chez les personnels de santé 
1105,1110,2020-07-21 ,2020-07-21 ,811544,165,165,prévalence COVID19 banque de sang,prévalence COVID19 banque de sang
1106,1111,2020-07-21 ,2020-07-21 ,831173,165,165,Dashboard Yemen,Dashboard Yemen
1107,1112,2020-07-22 ,2020-07-22 ,831174,165,165,Impact of COVID on HIV-TB patients in MSF contexts,Impact of COVID on HIV-TB patients in MSF contexts
1108,1113,2020-07-24 ,2020-07-24 ,812545,165,165,Measles vaccine effectiveness study Sankuru DRC,Measles vaccine effectiveness study Sankuru DRC
1109,1114,2020-07-28 ,2020-07-28 ,831175,165,165,BDD clinique COVID Herat,BDD clinique COVID Herat
1110,1115,2020-08-05 ,2020-08-05 ,823754,161,161,EBODAC Uganda ,EBODAC Uganda 
1111,1116,2020-08-21 ,2020-08-21 ,811546,165,165,Field evaluation of GeneXpert (Cepheid) HCV viral load on capillary DBS in a tropical setting ,Field evaluation of GeneXpert (Cepheid) HCV viral load on capillary DBS in a tropical setting 
1112,1117,2020-08-21 ,2020-08-21 ,824755,165,165,Cardiopulmonary ultrasound for sepsis  score to guide hemodynamic management in sepsis,Cardiopulmonary ultrasound for sepsis  score to guide hemodynamic management in sepsis
1113,1118,2020-08-28 ,2020-08-28 ,823756,165,165,FujiLAM Study - ANRS Equipe A Epicentre,FujiLAM Study - ANRS Equipe A Epicentre
1114,1119,2020-08-28 ,2020-08-28 ,823757,165,165,FujiLAM Study - ANRS Equipe C Kenya,FujiLAM Study - ANRS Equipe C Kenya
1115,1120,2020-08-28 ,2020-08-28 ,821758,165,165,FujiLAM Study   MSF OCP,FujiLAM Study   MSF OCP
1116,1121,2020-08-31 ,2020-08-31 ,823759,165,165,FujiLAM Study COVID19 component - ANRS Equipe A Epicentre,FujiLAM Study COVID19 component - ANRS Equipe A Epicentre
1117,1122,2020-08-31 ,2020-08-31 ,823760,165,165,FujiLAM Study COVID19 component - ANRS Equipe B Uganda,FujiLAM Study COVID19 component - ANRS Equipe B Uganda
1118,1123,2020-08-31 ,2020-08-31 ,823761,165,165,FujiLAM Study COVID19 component - ANRS Equipe C Kenya,FujiLAM Study COVID19 component - ANRS Equipe C Kenya
1119,1124,2020-09-22 ,2020-09-22 ,844190,165,165,Réponses aux épidémies  Fr  2020,Réponses aux épidémies  Fr  2020
1120,1125,2020-09-30 ,2020-09-30 ,811547,165,165,Couverture CPS Moissala  Tchad,Couverture CPS Moissala  Tchad
1121,1126,2020-10-12 ,2020-10-12 ,811548,165,165,couverture vaccinale Carnot  Gadzi RCA,couverture vaccinale Carnot  Gadzi RCA
1122,1127,2020-10-12 ,2020-10-12 ,800019,165,165,80RH ,80RH 
1123,1128,2020-10-12 ,2020-10-12 ,800020,165,165,80OverHead,80OverHead
1124,1129,2020-10-13 ,2020-10-13 ,811549,165,165,Etude qualitative oedèmes bilatéraux Mali RDC,Etude qualitative oedèmes bilatéraux Mali RDC
1125,1130,2020-10-16 ,2020-10-16 ,821762,161,161,Seroprevalance Madarumfa et Maradi,Seroprevalance Madarumfa et Maradi
1126,1131,2020-10-21 ,2020-10-21 ,831176,165,165,Mid-term evaluation of the Differentiated Service Delivery (DSD) models for improving treatment outcomes of children and adolescents living with HIV in 3 programs supported by MSF.  ,Mid-term evaluation of the Differentiated Service Delivery (DSD) models for improving treatment outcomes of children and adolescents living with HIV in 3 programs supported by MSF.  
1127,1132,2020-10-23 ,2020-10-23 ,800021,165,165,Payroll2020,Payroll2020
1128,1133,2020-10-23 ,2020-10-23 ,844191,165,165,PSP  Régional   2021,PSP  Régional   2021
1129,1134,2020-10-23 ,2020-10-23 ,844192,165,165,PSP Europe  2021,PSP Europe  2021
1130,1135,2020-10-23 ,2020-10-23 ,842193,165,165,Medcos  Medical Academy  OCB,Medcos  Medical Academy  OCB
1131,1136,2020-10-23 ,2020-10-23 ,844194,165,165,Respondindg to epidemics  Eng   online  march 2021,Respondindg to epidemics  Eng   online  march 2021
1132,1137,2020-10-23 ,2020-10-23 ,844195,165,165,Réponse aux épidémies  Fr  2021,Réponse aux épidémies  Fr  2021
1133,1138,2020-10-23 ,2020-10-23 ,841196,165,165,LEAP 2021,LEAP 2021
1134,1139,2020-10-23 ,2020-10-23 ,824763,165,165,Abortion Complications Coordination Epicentre,Abortion Complications Coordination Epicentre
1135,1140,2020-10-23 ,2020-10-23 ,821764,165,165,Marqueurs génétiques de la résistance à la sulfadoxine-pyrimethamine et à l amodiaquine après 5 ans de chimio-prévention du paludisme saisonnier  district sanitaire de Moïssala  Tchad 2021,Marqueurs génétiques de la résistance à la sulfadoxine-pyrimethamine et à l amodiaquine après 5 ans de chimio-prévention du paludisme saisonnier  district sanitaire de Moïssala  Tchad 2021
1136,1141,2020-10-29 ,2020-10-29 ,822765,165,165,Evaluation CATI - implementation OCG,Evaluation CATI - implementation OCG
1137,1142,2020-10-29 ,2020-10-29 ,823766,161,161,Microbiome-directed complementary food trial in Niger,Microbiome-directed complementary food trial in Niger
1138,1143,2020-10-29 ,2020-10-29 ,823767,161,161,Copcov,Copcov
1139,1144,2020-11-02 ,2020-11-02 ,832177,165,165,Neonatal hypothermia,Neonatal hypothermia
1140,1145,2020-11-06 ,2020-11-06 ,811550,165,165,Support MIssion France COVID2,Support MIssion France COVID2
1141,1146,2020-11-17 ,2020-11-17 ,814551,165,165,Telecounselling Mental Health,Telecounselling Mental Health
1142,1147,2020-11-18 ,2020-11-18 ,824768,165,165,MSF Intersectional POCUS Survey ,MSF Intersectional POCUS Survey 
1143,1148,2020-11-20 ,2020-11-20 ,812552,175,175,« Evaluation Cholera CATI - implementation OCB - Zimbabwe » ,« Evaluation Cholera CATI - implementation OCB - Zimbabwe » 
1144,1149,2020-11-24 ,2020-11-24 ,823769,161,161,Acozi Kids,Acozi Kids
1145,1150,2020-12-06 ,2020-12-06 ,824770,161,161,Evaluating the use of hydroxychloroquine to prevent COVID-19 in healthcare workers in low-resource settings,Evaluating the use of hydroxychloroquine to prevent COVID-19 in healthcare workers in low-resource settings
1146,1151,2020-12-07 ,2020-12-07 ,844197,176,176,Restructuration de contenus de (e) formations internationales  2020-21,Restructuration de contenus de (e) formations internationales  2020-21
1147,1152,2020-12-16 ,2020-12-16 ,841198,176,176,LAC  LEAP  FOOT  OCP  2020,LAC  LEAP  FOOT  OCP  2020
1148,1153,2020-12-16 ,2020-12-16 ,821771,176,176,Aden HCW SARS-Cov-2 study,Aden HCW SARS-Cov-2 study
1149,1154,2020-12-17 ,2020-12-17 ,822772,176,176,Dissémination étude Ulcère de Buruli Cameroun,Dissémination étude Ulcère de Buruli Cameroun
1150,1155,2020-12-17 ,2020-12-17 ,822773,176,176,Evaluation Performance Tests Rapides COVID-19,Evaluation Performance Tests Rapides COVID-19
1151,1156,2020-12-17 ,2020-12-17 ,824774,176,176,Enquête de Séroprévalence et mortalité rétrospective COVID-19 au Cameroun,Enquête de Séroprévalence et mortalité rétrospective COVID-19 au Cameroun
1152,1157,2020-12-28 ,2020-12-28 ,811553,176,176,Developpement Dashboard GeoPOP et GeoSampler,Developpement Dashboard GeoPOP et GeoSampler
1153,1158,2020-12-29 ,2020-12-29 ,823775,161,161,ANTICOV - Paris Coordination,ANTICOV - Paris Coordination
1154,1159,2020-12-29 ,2020-12-29 ,823776,161,161,ANTICOV - Uganda site,ANTICOV - Uganda site
1155,1160,2020-12-29 ,2020-12-29 ,823777,161,161,ANTICOV - Niger site,ANTICOV - Niger site
1156,1161,2020-12-29 ,2020-12-29 ,823778,161,161,Determining whether mass campaigns with fractional dose PCV10 would accelerate herd protection against pneumococcal transmission in sub-Saharan Africa,Determining whether mass campaigns with fractional dose PCV10 would accelerate herd protection against pneumococcal transmission in sub-Saharan Africa
1157,1162,2020-12-29 ,2020-12-29 ,823779,161,161,Microbiome-directed complementary food trial in Niger,Microbiome-directed complementary food trial in Niger
1158,1163,2020-12-29 ,2020-12-29 ,823780,161,161,Lassa Fever Vaccine Efficacy and Prevention for West Africa,Lassa Fever Vaccine Efficacy and Prevention for West Africa
1159,1164,2021-01-04 ,2021-01-04 ,811554,176,176,COVID 19 - Seroprevalence and mortality survey in Lubumbashi,COVID 19 - Seroprevalence and mortality survey in Lubumbashi
1160,1165,2021-01-04 ,2021-01-04 ,811555,176,176,COVID Mali Support E-Desk,COVID Mali Support E-Desk
1161,1166,2021-01-06 ,2021-01-06 ,812556,176,176,COVID-19 - Enquête de Séroprévalence et mortalité rétrospective au Côte d Ivoire,COVID-19 - Enquête de Séroprévalence et mortalité rétrospective au Côte d Ivoire
1162,1167,2021-01-07 ,2021-01-07 ,821781,176,176,Analyse des principaux indicateurs de suivi des patients VIH+ sous traitement en RCA : évaluation de deux cohortes supportées par MSF,Analyse des principaux indicateurs de suivi des patients VIH+ sous traitement en RCA : évaluation de deux cohortes supportées par MSF
1163,1168,2021-01-18 ,2021-01-18 ,814557,176,176,Intersectional Epidemiologist DRC,Intersectional Epidemiologist DRC
1164,1169,2021-01-18 ,2021-01-18 ,813558,176,176,Leishmaniasis in Sudan  South Sudan  Kenya  and Ethiopia: Burden of disease  Access to care  and Decentralisation,Leishmaniasis in Sudan  South Sudan  Kenya  and Ethiopia: Burden of disease  Access to care  and Decentralisation
1165,1170,2021-01-18 ,2021-01-18 ,811559,176,176,COVID-19 Support epi Malawi OCP,COVID-19 Support epi Malawi OCP
1166,1171,2021-01-19 ,2021-01-19 ,832178,161,161,Alertes-Goma: outils Medic-Mobile pour la surveillance d'une cohorte HIV,Alertes-Goma: outils Medic-Mobile pour la surveillance d'une cohorte HIV
1167,1172,2021-01-19 ,2021-01-19 ,812560,176,176,Seroprevalence of SARS-CoV-2 antibodies and retrospective mortality survey-Dagahaley Refugee Camp  Garissa County  Kenya,Seroprevalence of SARS-CoV-2 antibodies and retrospective mortality survey-Dagahaley Refugee Camp  Garissa County  Kenya
1168,1173,2021-01-19 ,2021-01-19 ,80LOND,176,176,80LOND ,80LOND 
1169,1174,2021-01-28 ,2021-03-01 ,80 DR,161,176,80 DR,80 DR
1170,1175,2021-02-04 ,2021-02-04 ,812561,176,176,Support intersections aux urgences OCG,Support intersections aux urgences OCG
1171,1176,2021-02-15 ,2021-02-15 ,811562,161,161,Evaluation du niveau des anticorps anti COVID  potentielles réinfections et réexpositions chez les résidents de Foyers de Travailleurs  Ile de France (PrePrec 2),Evaluation du niveau des anticorps anti COVID  potentielles réinfections et réexpositions chez les résidents de Foyers de Travailleurs  Ile de France (PrePrec 2)
1172,1177,2021-02-15 ,2021-03-01 ,80 SIFI,161,176,80 SIFI,80 SIFI
1173,1178,2021-02-16 ,2021-02-16 ,823783,161,161,COVID-19 vaccine site readiness prep,COVID-19 vaccine site readiness prep
1174,1179,2021-02-22 ,2021-02-22 ,821784,161,161,Clinical Database for patients admitted to the ICU in Jahun CeMONC  NIGERIA,Clinical Database for patients admitted to the ICU in Jahun CeMONC  NIGERIA
1175,1180,2021-03-01 ,2021-03-01 ,821785,161,161,Evaluation CATI - Implementation OCP - DRC Lubumbashi,Evaluation CATI - Implementation OCP - DRC Lubumbashi
1176,1181,2021-03-01 ,2021-03-01 ,831180,161,161,Epi-Support OCP Desk 4,Epi-Support OCP Desk 4
1177,1182,2021-03-01 ,2021-03-01 ,821786,161,161,Liberia mental health capitalization,Liberia mental health capitalization
1178,1183,2021-03-01 ,2021-03-01 ,821787,161,161,Capitalisation  RDC  Ebola  MSF OCP ,Capitalisation  RDC  Ebola  MSF OCP 
1179,1184,2021-03-01 ,2021-03-01 ,831181,161,161,Liberia  Ebola  MSF OCP  2021,Liberia  Ebola  MSF OCP  2021
1180,1185,2021-03-01 ,2021-03-01 ,831182,161,161,Epidemiology of violence,Epidemiology of violence
1181,1186,2021-03-02 ,2021-03-02 ,831183,161,161,RDC  Nord Kivu  12ème épidémie d Ebola  MSF OCP  ,RDC  Nord Kivu  12ème épidémie d Ebola  MSF OCP  
1182,1187,2021-03-04 ,2021-03-04 ,841199,161,161,Catch up cell (CUC)  OCP  2021,Catch up cell (CUC)  OCP  2021
1183,1188,2021-03-07 ,2021-03-07 ,820788,161,161,HIV communication,HIV communication
1184,1189,2021-03-07 ,2021-03-07 ,821789,161,161,HIV communication,HIV communication
1185,1190,2021-03-08 ,2021-03-08 ,813563,161,161,Leishmaniasis in Sudan  South Sudan  Kenya  and Ethiopia: Burden of disease  Access to care  and Decentralisation,Leishmaniasis in Sudan  South Sudan  Kenya  and Ethiopia: Burden of disease  Access to care  and Decentralisation
1186,1191,2021-03-26 ,2021-03-26 ,811564,161,161,Enquête nutritionnelle et de mortalité rétrospective/système de surveillance  Sud de Madagascar,Enquête nutritionnelle et de mortalité rétrospective/système de surveillance  Sud de Madagascar
1187,1192,2021-04-07 ,2021-04-07 ,811565,185,185,Psychosocial Stimulation in Nutrition Mali,Psychosocial Stimulation in Nutrition Mali
1188,1193,2021-04-07 ,2021-04-07 ,821790,185,185,Measles Capitalization,Measles Capitalization
1189,1194,2021-04-08 ,2021-04-08 ,844200,185,185,Field epidemiologists training  2021,Field epidemiologists training  2021
1190,1195,2021-04-08 ,2021-04-08 ,811566,185,185,Measles outbreak Investigation Maiduguri  Nigeria,Measles outbreak Investigation Maiduguri  Nigeria
